index,상가업소번호,가게명,키워드,갯수
6664,MA010120220803756025,한서칼국수,맛있다 칼국수,1
6665,MA010120220803756025,한서칼국수,먹다 다해,1
6666,MA010120220803756025,한서칼국수,먹다 다해 자리,1
6667,MA010120220803756025,한서칼국수,먹다 좋다,1
6668,MA010120220803756025,한서칼국수,베이스 맛있다,1
6669,MA010120220803756025,한서칼국수,비싸다 김치,1
6670,MA010120220803756025,한서칼국수,빨리 나오다,1
6671,MA010120220803778480,우콘카레,많은 양,3
6672,MA010120220803778480,우콘카레,단계 별로,2
6673,MA010120220803778480,우콘카레,맵다 맛,2
6674,MA010120220803778480,우콘카레,밥이랑,2
6675,MA010120220803778480,우콘카레,밥이랑 카레,2
6676,MA010120220803778480,우콘카레,카레 맛집,2
6677,MA010120220803778480,우콘카레,해쉬 브라운,2
6678,MA010120220803778480,우콘카레,맛있쟈 냐,1
6679,MA010120220803778480,우콘카레,100 0000,1
6680,MA010120220803778480,우콘카레,2 단계 먹다,1
6681,MA010120220803778480,우콘카레,가격 20,1
6682,MA010120220803778480,우콘카레,가격 정도,1
6683,MA010120220803778480,우콘카레,가라아게 엄청,1
6684,MA010120220803778480,우콘카레,가성비 성수동,1
6685,MA010120220803778480,우콘카레,가성비 좋다,1
6686,MA010120220803778480,우콘카레,결제 시스템,1
6687,MA010120220803778480,우콘카레,결제 시스템 바뀌다,1
6688,MA010120220803778480,우콘카레,계란후라이 추가,1
6689,MA010120220803778480,우콘카레,그대로 맛있다,1
6690,MA010120220803778480,우콘카레,그렇다 한,1
6691,MA010120220803778480,우콘카레,그렇다 한 이유,1
6692,MA010120220803778480,우콘카레,깨끗하다 좋다,1
6693,MA010120220803778480,우콘카레,노른자 카레,1
6694,MA010120220814328711,그리너 성수1가점,나오다 좋다,2
6695,MA010120220814328711,그리너 성수1가점,먹기 좋다,2
6696,MA010120220814328711,그리너 성수1가점,연어 아보카도,2
6697,MA010120220814328711,그리너 성수1가점,샐러드 집,1
6698,MA010120220814328711,그리너 성수1가점,으 마 으 마하 게,1
6699,MA010120220814328711,그리너 성수1가점,케바케 라,1
6701,MA010120220814328711,그리너 성수1가점,가볍다 먹다,1
6702,MA010120220814328711,그리너 성수1가점,가보다 자리,1
6703,MA010120220814328711,그리너 성수1가점,가성비 내용물,1
6704,MA010120220814328711,그리너 성수1가점,가성비 좋다,1
6705,MA010120220814328711,그리너 성수1가점,간단하다 샐러드,1
6706,MA010120220814328711,그리너 성수1가점,간이 되어다,1
6707,MA010120220814328711,그리너 성수1가점,건강하다 든든하다,1
6708,MA010120220814328711,그리너 성수1가점,건강하다 맛있다,1
6709,MA010120220814328711,그리너 성수1가점,건물 2층,1
6710,MA010120220814328711,그리너 성수1가점,곳 연어,1
6711,MA010120220814328711,그리너 성수1가점,관리 되어다,1
6712,MA010120220814328711,그리너 성수1가점,근데 맵다,1
6713,MA010120220809264281,우리칼국수,4인석 밖에 안남다,1
6714,MA010120220809264281,우리칼국수,가다 자리,1
6715,MA010120220809264281,우리칼국수,간도 완전,1
6716,MA010120220809264281,우리칼국수,감사하다 사장님,1
6717,MA010120220809264281,우리칼국수,국물 먹다,1
6718,MA010120220809264281,우리칼국수,김치 만 두다,1
6719,MA010120220809264281,우리칼국수,김치 만 두다 간도,1
6720,MA010120220809264281,우리칼국수,깔끔하다 미니,1
6721,MA010120220809264281,우리칼국수,깜짝 움,1
6722,MA010120220809264281,우리칼국수,끓이다 먹기,1
6723,MA010120220809264281,우리칼국수,동 죽 칼국수,1
6724,MA010120220809264281,우리칼국수,동 죽 칼국수 국물,1
6725,MA010120220809264281,우리칼국수,동 죽 칼국수 손만두,1
6726,MA010120220809264281,우리칼국수,든 찬성 죠,1
6727,MA010120220809264281,우리칼국수,뜨끈하다점심식사,1
6728,MA010120220809264281,우리칼국수,만 드 전골,1
6729,MA010120220809264281,우리칼국수,만두 칼국수,1
6730,MA010120220809264281,우리칼국수,많다 좋다,1
6731,MA010120220809264281,우리칼국수,많은 양,1
6732,MA010120220809264281,우리칼국수,맛 깔끔하다,1
6733,MA010120220809264281,우리칼국수,맛있게 먹다,1
6734,MA010120220809264281,우리칼국수,매우 친절하다,1
6735,MA010120220809264281,우리칼국수,먹기 좋다,1
6736,MA010120220809264281,우리칼국수,먹다 감사하다,1
6737,MA010120220804405970,옛골감자탕,친절한 사장님,3
6738,MA010120220804405970,옛골감자탕,맛있는 음식,2
6739,MA010120220804405970,옛골감자탕,수제비 추가,2
6740,MA010120220804405970,옛골감자탕,친절하다 맛있다,2
6741,MA010120220804405970,옛골감자탕,친절하다 음식,2
6742,MA010120220804405970,옛골감자탕,한 봉 다리,1
6743,MA010120220804405970,옛골감자탕,감자탕 들다,1
6744,MA010120220804405970,옛골감자탕,감자탕 들어가다,1
6745,MA010120220804405970,옛골감자탕,감자탕 랄 끄다 사장님,1
6746,MA010120220804405970,옛골감자탕,감자탕 맛있다,1
6747,MA010120220804405970,옛골감자탕,갓김치 주다 습 니 댱,1
6748,MA010120220804405970,옛골감자탕,국물 진하다,1
6749,MA010120220804405970,옛골감자탕,김치 깍두기,1
6750,MA010120220804405970,옛골감자탕,김치 종류,1
6751,MA010120220804405970,옛골감자탕,깍두기 갓김치,1
6752,MA010120220804405970,옛골감자탕,깔끔하다 좋다,1
6753,MA010120220804405970,옛골감자탕,들다 분,1
6754,MA010120220804405970,옛골감자탕,들다 소성수 감자탕 보다,1
6755,MA010120220804405970,옛골감자탕,들어가다 우거지,1
6756,MA010120220804405970,옛골감자탕,많다 맛있다,1
6757,MA010120220804405970,옛골감자탕,많은 종류,1
6758,MA010120220804405970,옛골감자탕,맛있게 먹다,1
6759,MA010120220804405970,옛골감자탕,맛있는 반찬,1
6760,MA010120220804405970,옛골감자탕,맛있는 수제비,1
6761,MA010120220804405970,옛골감자탕,맛있다 더 요,1
6762,MA010120220804405970,옛골감자탕,맛있다 더 요 뭔가,1
6763,MA010120220804474078,보스코 에스프레소 바,맛있는 커피,3
6764,MA010120220804474078,보스코 에스프레소 바,보스 코,3
6765,MA010120220804474078,보스코 에스프레소 바,맛있는 음료,2
6766,MA010120220804474078,보스코 에스프레소 바,보스 코 에스프레소,2
6767,MA010120220804474078,보스코 에스프레소 바,쑥 크로플,2
6768,MA010120220804474078,보스코 에스프레소 바,추천 드리다,2
6769,MA010120220804474078,보스코 에스프레소 바,2 가지 공간,1
6770,MA010120220804474078,보스코 에스프레소 바,가게 이름,1
6771,MA010120220804474078,보스코 에스프레소 바,가격 합리적이다,1
6772,MA010120220804474078,보스코 에스프레소 바,가기 애매하다,1
6773,MA010120220804474078,보스코 에스프레소 바,가다 말다,1
6774,MA010120220804474078,보스코 에스프레소 바,가다 커피 음료,1
6775,MA010120220804474078,보스코 에스프레소 바,가보다 분위기,1
6776,MA010120220804474078,보스코 에스프레소 바,개다 성 넘치다 음악,1
6777,MA010120220804474078,보스코 에스프레소 바,공간 되어다,1
6778,MA010120220804474078,보스코 에스프레소 바,괜찮다 사장님,1
6779,MA010120220812952684,굴림,많은 종류,2
6780,MA010120220812952684,굴림,움 과자,2
6781,MA010120220812952684,굴림,맛있다 요담,1
6782,MA010120220812952684,굴림,맛있다 요담 종류,1
6783,MA010120220812952684,굴림,부드럽다 피스타치오 마들렌,1
6784,MA010120220812952684,굴림,가격 비싸다,1
6785,MA010120220812952684,굴림,가보다 싶다,1
6786,MA010120220812952684,굴림,개 만 먹다,1
6787,MA010120220812952684,굴림,거리 멀다,1
6788,MA010120220812952684,굴림,곳 거리,1
6789,MA010120220812952684,굴림,과자 종류,1
6790,MA010120220812952684,굴림,괜찮다 가격,1
6791,MA010120220812952684,굴림,괜찮은 맛,1
6792,MA010120220812952684,굴림,구매 해봤다,1
6793,MA010120220812952684,굴림,굴림 날,1
6794,MA010120220812952684,굴림,까눌레 사서,1
6795,MA010120220812952684,굴림,날 먹다 보다,1
6796,MA010120220812952684,굴림,날 먹다 보다 맛있다 요담,1
6797,MA010120220812952684,굴림,날 움 과자 만,1
6798,MA010120220812952684,굴림,냉장고 넣다 코,1
6799,MA010120220812952684,굴림,냉장고 넣다 코 날 먹다 보다,1
6801,MA010120220812952684,굴림,두개 들다 정도,1
6802,MA010120220812952684,굴림,드디어 오다 보다,1
6803,MA010120220812952684,굴림,들다 정도,1
6804,MA010120220812952684,굴림,들다 정도 어른 입맛 에도,1
6805,MA010120220813926625,일심정,11000원 3 마리,1
6806,MA010120220813926625,일심정,2 마리,1
6807,MA010120220813926625,일심정,2 마리 아니다,1
6808,MA010120220813926625,일심정,2 마리 줄다,1
6809,MA010120220813926625,일심정,3 마리,1
6810,MA010120220813926625,일심정,3 마리 2 마리,1
6811,MA010120220813926625,일심정,8 가지 정갈하다,1
6812,MA010120220813926625,일심정,고등어 구이 맛있다,1
6813,MA010120220813926625,일심정,기분 나쁘다 첨,1
6814,MA010120220813926625,일심정,기분 불쾌하다,1
6815,MA010120220813926625,일심정,기분 불쾌하다 뭐 얘기 해도,1
6816,MA010120220813926625,일심정,나오다 날 마다,1
6817,MA010120220813926625,일심정,낚 지 볶음,1
6818,MA010120220813926625,일심정,낚 지 볶음 맛있다,1
6819,MA010120220813926625,일심정,날 마다,1
6820,MA010120220813926625,일심정,날 마다 바뀌다,1
6821,MA010120220813926625,일심정,내 말,1
6822,MA010120220813926625,일심정,내 말 들다 건가,1
6823,MA010120220813926625,일심정,달다 않다,1
6824,MA010120220813926625,일심정,들다 건가,1
6825,MA010120220813926625,일심정,들다 건가 싶다,1
6826,MA010120220813926625,일심정,때문 기분 불쾌하다,1
6827,MA010120220813926625,일심정,맛있게 먹다,1
6828,MA010120220813926625,일심정,맛있는 반찬 료,1
6829,MA010120220813926625,일심정,맛있다 밥집,1
6830,MA010120220813926625,일심정,맛있다 여사 장님,1
6831,MA010120220813926625,일심정,맛있다 자주 가요,1
6832,MA010120220813926625,일심정,메인메뉴 전,1
6833,MA010120220813926625,일심정,메인메뉴 전 밑반찬,1
6834,MA010120220813926625,일심정,물가 많이,1
6835,MA010120220813926625,일심정,뭐 얘기 해도,1
6836,MA010120220813926625,일심정,뭐 얘기 해도 대답,1
6837,MA010120220813926625,일심정,밑반찬 맛있다,1
6838,MA010120220808158390,플러드,좋은 분위기,3
6839,MA010120220808158390,플러드,취향 따르다,3
6840,MA010120220808158390,플러드,칵테일 만들다,3
6841,MA010120220808158390,플러드,기분 좋다,2
6842,MA010120220808158390,플러드,뚝딱 뚝딱,2
6843,MA010120220808158390,플러드,만들다 주다,2
6844,MA010120220808158390,플러드,맛있다 칵테일,2
6845,MA010120220808158390,플러드,메뉴판 없다,2
6846,MA010120220808158390,플러드,혼술 좋다,2
6847,MA010120220808158390,플러드,칵테일바 원하다,1
6848,MA010120220808158390,플러드,칵테일바메뉴판,1
6849,MA010120220805506128,그린랩,생각 정리,2
6850,MA010120220805506128,그린랩,책 읽다,2
6851,MA010120220805506128,그린랩,평일 가면,2
6852,MA010120220805506128,그린랩,가득 차서,1
6853,MA010120220805506128,그린랩,가득 차서 비우다,1
6854,MA010120220805506128,그린랩,가면 좋다,1
6855,MA010120220805506128,그린랩,가보 라고,1
6856,MA010120220805506128,그린랩,가보 라고 대신,1
6857,MA010120220805506128,그린랩,가을 풍경,1
6858,MA010120220805506128,그린랩,가지다 방명록,1
6859,MA010120220805506128,그린랩,간결하다 정리 되다,1
6860,MA010120220805506128,그린랩,감정 갖가지,1
6861,MA010120220805506128,그린랩,갖가지 생각,1
6862,MA010120220805506128,그린랩,걸 그렇다,1
6863,MA010120220805413720,인치스,버터 바,7
6864,MA010120220805413720,인치스,인치 스,3
6865,MA010120220805413720,인치스,인치 스 버터 바,3
6866,MA010120220805413720,인치스,맛있는 라떼,2
6867,MA010120220805413720,인치스,엄청 맛있다,2
6868,MA010120220805413720,인치스,달지,1
6869,MA010120220805413720,인치스,디저트 재료,1
6870,MA010120220805413720,인치스,디저트 집,1
6871,MA010120220805413720,인치스,잘 받다,1
6872,MA010120220805413720,인치스,친절하다 매장,1
6873,MA010120220805413720,인치스,가게 고양이,1
6874,MA010120220805413720,인치스,가다 만큼,1
6875,MA010120220805413720,인치스,가다 엄청,1
6876,MA010120220805413720,인치스,가면 종종,1
6877,MA010120220805413720,인치스,간간히 씹히다,1
6878,MA010120220805413720,인치스,계시다 맛,1
6879,MA010120220805413720,인치스,고급스럽다 디저트,1
6880,MA010120220805413720,인치스,고양이 순하다,1
6881,MA010120220805413720,인치스,굉장하다 세련되다 느낌,1
6882,MA010120220803826059,패티패티,쉬림프,2
6883,MA010120220803826059,패티패티,전체적 간단하다,1
6884,MA010120220803826059,패티패티,전체적 만족스럽다,1
6885,MA010120220803826059,패티패티,자주 오다,1
6886,MA010120220803826059,패티패티,가격 괜찮다,1
6887,MA010120220803826059,패티패티,가격 비싸다,1
6888,MA010120220803826059,패티패티,가보다 가격,1
6889,MA010120220803826059,패티패티,가성비 좋다,1
6890,MA010120220803826059,패티패티,간단하다 깔끔하다,1
6891,MA010120220803826059,패티패티,감자튀김 바삭,1
6892,MA010120220803826059,패티패티,감자튀김 소스,1
6893,MA010120220803826059,패티패티,갑 오브 갑 기본,1
6894,MA010120220803826059,패티패티,거메뉴,1
6895,MA010120220805988502,오시요거트,친절한 사장님,4
6896,MA010120220805988502,오시요거트,기분 좋다,2
6897,MA010120220805988502,오시요거트,바질 토마토,2
6898,MA010120220805988502,오시요거트,오시 요,2
6899,MA010120220805988502,오시요거트,플레이 버,2
6900,MA010120220805988502,오시요거트,꾸다 덕뚜덕,1
6901,MA010120220805988502,오시요거트,짱 맛,1
6902,MA010120220805988502,오시요거트,최애 맛집,1
6903,MA010120220805988502,오시요거트,100 0 다시,1
6904,MA010120220805988502,오시요거트,200 장담,1
6905,MA010120220805988502,오시요거트,가기 힘들다,1
6906,MA010120220805988502,오시요거트,강추 그릭 요거트,1
6907,MA010120220801698349,산내골칼국수,맛있다 김치,2
6909,MA010120220801698349,산내골칼국수,맛있다 오지 말다 저만 먹 고 싶다 저만알 고 싶다 오지 말다,1
6910,MA010120220801698349,산내골칼국수,가지 고,1
6911,MA010120220801698349,산내골칼국수,가지 고 갈다 야하다,1
6912,MA010120220801698349,산내골칼국수,갈다 야하다 매일,1
6913,MA010120220801698349,산내골칼국수,감치 랑 찰떡 궁합,1
6914,MA010120220801698349,산내골칼국수,걸리다 여유,1
6915,MA010120220801698349,산내골칼국수,걸리다 칼국수 랑,1
6916,MA010120220801698349,산내골칼국수,겉절이 와도,1
6917,MA010120220801698349,산내골칼국수,겉절이 와도 단무지,1
6918,MA010120220801698349,산내골칼국수,고기 만두,1
6919,MA010120220801698349,산내골칼국수,국물 만두,1
6920,MA010120220801698349,산내골칼국수,국물 생면,1
6921,MA010120220801698349,산내골칼국수,국물알,1
6922,MA010120220801698349,산내골칼국수,국물 찌다,1
6923,MA010120220801698349,산내골칼국수,국수 땡기다,1
6924,MA010120220801698349,산내골칼국수,금방 들어가다,1
6925,MA010120220801698349,산내골칼국수,기분 좋아지다,1
6926,MA010120220801698349,산내골칼국수,김치 직접,1
6927,MA010120220801698349,산내골칼국수,김치 짱 맛,1
6928,MA010120220801698349,산내골칼국수,꽉차다 맛있다,1
6929,MA010120220801698349,산내골칼국수,날 무조건,1
6930,MA010120220801698349,산내골칼국수,날씨 엔,1
6931,MA010120220802886727,천미향,맛있다 탕수육,2
6932,MA010120220802886727,천미향,탕수육 맛있다,2
6933,MA010120220802886727,천미향,차돌 짬뽕 이나,1
6934,MA010120220802886727,천미향,2개 바꾸다,1
6935,MA010120220802886727,천미향,2천원 추가,1
6936,MA010120220802886727,천미향,가격 이라도,1
6937,MA010120220802886727,천미향,가격 이라도 세트,1
6938,MA010120220802886727,천미향,가기 좋다,1
6939,MA010120220802886727,천미향,가지 덮밥 매콤 한 소스,1
6940,MA010120220802886727,천미향,가지 덮밥이랑 탕수육,1
6941,MA010120220802886727,천미향,간 오랜만,1
6942,MA010120220802886727,천미향,간짜장 2개,1
6944,MA010120220802886727,천미향,간짜장 맛집 임,1
6945,MA010120220802886727,천미향,간짜장 양념,1
6946,MA010120220802886727,천미향,개인적 의견,1
6947,MA010120220802886727,천미향,격하 게,1
6948,MA010120220802886727,천미향,격하 게 생각나다,1
6949,MA010120220802886727,천미향,고기 양파,1
6950,MA010120220812022791,착한짜장,맛있는 음식,2
6951,MA010120220812022791,착한짜장,잘 먹다,2
6952,MA010120220812022791,착한짜장,가성비 좋다 맛,1
6953,MA010120220812022791,착한짜장,대 체적,1
6954,MA010120220812022791,착한짜장,대 체적 음식,1
6955,MA010120220812022791,착한짜장,맛 없다,1
6956,MA010120220812022791,착한짜장,맛있게 먹다,1
6957,MA010120220812022791,착한짜장,맛있다 잘 먹다,1
6958,MA010120220812022791,착한짜장,맛있다 주말,1
6959,MA010120220812022791,착한짜장,무난 한 정도,1
6960,MA010120220812022791,착한짜장,무난 한 정도 아니다,1
6961,MA010120220812022791,착한짜장,뭐 착하다,1
6962,MA010120220812022791,착한짜장,배달 빠르다,1
6963,MA010120220812022791,착한짜장,배달 엄청,1
6964,MA010120220812022791,착한짜장,볶음 맛있다 잘 먹다,1
6965,MA010120220812022791,착한짜장,빠르다 굿굿,1
6966,MA010120220812022791,착한짜장,빨리 나오다,1
6967,MA010120220812022791,착한짜장,빨리 나오다 좋다,1
6968,MA010120220812022791,착한짜장,빨리 먹다,1
6969,MA010120220812022791,착한짜장,성수 핫 플,1
6970,MA010120220812022791,착한짜장,세트 7,1
6971,MA010120220812022791,착한짜장,세트 7 쟁반짜장이랑,1
6972,MA010120220812022791,착한짜장,세트 주문,1
6973,MA010120220812022791,착한짜장,식사 빨리 나오다,1
6974,MA010120220812022791,착한짜장,싸다 맛있다,1
6975,MA010120220812022791,착한짜장,아니다 맛,1
6976,MA010120220812022791,착한짜장,엄청 빨리,1
6977,MA010120220812022791,착한짜장,음 사장님,1
6978,MA010120220804325155,까사다루아,오래오래 에타,1
6979,MA010120220804325155,까사다루아,125점 이라 210점 만점,1
6980,MA010120220804325155,까사다루아,210점 만점,1
6981,MA010120220804325155,까사다루아,85점 라면,1
6982,MA010120220804325155,까사다루아,85점 라면 패스츄리,1
6983,MA010120220804325155,까사다루아,가능하다 포장 깔다 금,1
6984,MA010120220804325155,까사다루아,감동 필링,1
6985,MA010120220804325155,까사다루아,개인적 앞,1
6986,MA010120220804325155,까사다루아,겹겹이 패스츄리,1
6987,MA010120220804325155,까사다루아,곳 마카오인가,1
6988,MA010120220804325155,까사다루아,구매 김 한 게,1
6989,MA010120220804325155,까사다루아,기분 찰나,1
6990,MA010120220804325155,까사다루아,끄다 다루다,1
6991,MA010120220804325155,까사다루아,나오다 레몬,1
6992,MA010120220804325155,까사다루아,남편 엄지 척,1
6993,MA010120220804325155,까사다루아,낱개 사서,1
6994,MA010120220804325155,까사다루아,놓이다 시나몬 가루,1
6995,MA010120220804325155,까사다루아,느끼다 오다,1
6996,MA010120220808217120,서래왕차돌 뚝섬역점,가성비 좋다,2
6997,MA010120220808217120,서래왕차돌 뚝섬역점,맛있는 음식,2
6998,MA010120220808217120,서래왕차돌 뚝섬역점,8천원인데 차돌 들어가다,1
6999,MA010120220808217120,서래왕차돌 뚝섬역점,가격 잘 가다 오다,1
7000,MA010120220808217120,서래왕차돌 뚝섬역점,겁나다 맛있다,1
7001,MA010120220808217120,서래왕차돌 뚝섬역점,고기 맛있다,1
7002,MA010120220808217120,서래왕차돌 뚝섬역점,고깃집 뚝배기,1
7003,MA010120220808217120,서래왕차돌 뚝섬역점,궁합 좋다,1
7004,MA010120220808217120,서래왕차돌 뚝섬역점,그리다 많다 않다,1
7005,MA010120220808217120,서래왕차돌 뚝섬역점,기대 보단,1
7006,MA010120220808217120,서래왕차돌 뚝섬역점,기대 보단 맛,1
7007,MA010120220808217120,서래왕차돌 뚝섬역점,나오다 양 많다,1
7008,MA010120220808217120,서래왕차돌 뚝섬역점,다 먹다 난후 사진,1
7009,MA010120220808217120,서래왕차돌 뚝섬역점,된장찌개 뚝배기,1
7010,MA010120220808217120,서래왕차돌 뚝섬역점,든든하다점심메뉴,1
7011,MA010120220808217120,서래왕차돌 뚝섬역점,뚝배기 나오다,1
7012,MA010120220808217120,서래왕차돌 뚝섬역점,뚝배기 옹졸하다,1
7013,MA010120220808217120,서래왕차돌 뚝섬역점,맛있다 다 먹다 난후,1
7014,MA010120220808217120,서래왕차돌 뚝섬역점,맛있다 속편,1
7015,MA010120220808217120,서래왕차돌 뚝섬역점,맛있다 회식 장소,1
7016,MA010120220808217120,서래왕차돌 뚝섬역점,먹음 고깃집,1
7017,MA010120220808217120,서래왕차돌 뚝섬역점,비쫄 맛있다,1
7018,MA010120220808217120,서래왕차돌 뚝섬역점,사진 찍다,1
7019,MA010120220808217120,서래왕차돌 뚝섬역점,속편 든든하다,1
7020,MA010120220808217120,서래왕차돌 뚝섬역점,않다 맛있다,1
7021,MA010120220807404744,BELOW SEONGSOO,맛있는 커피,4
7022,MA010120220807404744,BELOW SEONGSOO,문 열다,2
7023,MA010120220807404744,BELOW SEONGSOO,밤 라떼,2
7024,MA010120220807404744,BELOW SEONGSOO,밤 맛있는 라떼,2
7025,MA010120220807404744,BELOW SEONGSOO,사람 많다,2
7026,MA010120220807404744,BELOW SEONGSOO,소리 울리다,2
7027,MA010120220807404744,BELOW SEONGSOO,이야기 나누다,2
7028,MA010120220807404744,BELOW SEONGSOO,좋다 공간,2
7029,MA010120220805539921,토라식당,다 맛있다,1
7030,MA010120220805539921,토라식당,맛있다 가격,1
7031,MA010120220805539921,토라식당,토마토 샐러드,1
7032,MA010120220805539921,토라식당,1 술 무조건,1
7033,MA010120220805539921,토라식당,1인,1
7034,MA010120220805539921,토라식당,1인 1 술,1
7035,MA010120220805539921,토라식당,6천원인 시 대가 오다,1
7036,MA010120220805539921,토라식당,9000원인데 가성비,1
7037,MA010120220805539921,토라식당,가다 곳 예여,1
7038,MA010120220805539921,토라식당,가다 끄다 가다 곳 예여,1
7039,MA010120220805539921,토라식당,가성비 좋다,1
7040,MA010120220805539921,토라식당,가지 대한,1
7041,MA010120220805539921,토라식당,간단 안주,1
7042,MA010120220805539921,토라식당,간단 안주 굴 튀김,1
7043,MA010120220805539921,토라식당,골 라야,1
7044,MA010120220805539921,토라식당,골 라야 1인,1
7045,MA010120220805539921,토라식당,국물 괜찮다,1
7046,MA010120220805539921,토라식당,굴 튀김,1
7047,MA010120220805539921,토라식당,굴 튀김 맛있다,1
7048,MA010120220805539921,토라식당,굿굿굿 진심,1
7049,MA010120220805539921,토라식당,그냥 자리,1
7050,MA010120220805539921,토라식당,그렇다 주문,1
7051,MA010120220805539921,토라식당,그렇다 치다,1
7052,MA010120220805539921,토라식당,꼭 들다 루,1
7053,MA010120220805539921,토라식당,날림 사이드,1
7054,MA010120220805539921,토라식당,내 적,1
7055,MA010120220805539921,토라식당,내부 에도,1
7056,MA010120220805539921,토라식당,다 맛있게 먹다 보다,1
7057,MA010120220803777818,노랑통닭 성수점,2 차로 노통 가다,1
7058,MA010120220803777818,노랑통닭 성수점,3종 세트,1
7059,MA010120220803777818,노랑통닭 성수점,고소하다 맛있다,1
7060,MA010120220803777818,노랑통닭 성수점,노랑 감자 사이다,1
7061,MA010120220803777818,노랑통닭 성수점,노랑 통닭,1
7062,MA010120220803777818,노랑통닭 성수점,노랑 통닭 맛있다,1
7063,MA010120220803777818,노랑통닭 성수점,노랑 통닭 첨인데,1
7064,MA010120220803777818,노랑통닭 성수점,노통 가다,1
7065,MA010120220803777818,노랑통닭 성수점,노통 가다 아주,1
7066,MA010120220803777818,노랑통닭 성수점,맛있게 먹다 오다,1
7067,MA010120220803777818,노랑통닭 성수점,맛있다 애정,1
7068,MA010120220803777818,노랑통닭 성수점,맵콤 한 순 살 3종,1
7069,MA010120220803777818,노랑통닭 성수점,맵콤 한 순 살 3종 노랑 감자,1
7070,MA010120220803777818,노랑통닭 성수점,바삭 고소하다,1
7071,MA010120220803777818,노랑통닭 성수점,바삭 맛있다,1
7072,MA010120220803777818,노랑통닭 성수점,아주 맛있다,1
7073,MA010120220803777818,노랑통닭 성수점,양 많다,1
7074,MA010120220803777818,노랑통닭 성수점,첨인데,1
7075,MA010120220803777818,노랑통닭 성수점,첨인데 기대 되다,1
7076,MA010120220803777818,노랑통닭 성수점,치킨 바삭,1
7077,MA010120220803777818,노랑통닭 성수점,2 차로,1
7078,MA010120220803777818,노랑통닭 성수점,3종 세트,1
7079,MA010120220803777818,노랑통닭 성수점,기대 되다,1
7080,MA010120220803777818,노랑통닭 성수점,노랑 감자,1
7081,MA010120220803777818,노랑통닭 성수점,노랑 통닭,1
7082,MA010120220803777818,노랑통닭 성수점,맛 나오다,1
7083,MA010120220803777818,노랑통닭 성수점,치킨 맛집,1
7084,MA010120220812886695,스탠드업플리즈바이턴온,맛있는 커피,4
7085,MA010120220812886695,스탠드업플리즈바이턴온,가기 좋다,2
7086,MA010120220812886695,스탠드업플리즈바이턴온,좋다 곳,2
7087,MA010120220812886695,스탠드업플리즈바이턴온,전체적 에스프레소,1
7088,MA010120220812886695,스탠드업플리즈바이턴온,가격 합리적이다 고요,1
7089,MA010120220812886695,스탠드업플리즈바이턴온,가기 아쉽다,1
7090,MA010120220812886695,스탠드업플리즈바이턴온,가성비 좋다,1
7091,MA010120220812886695,스탠드업플리즈바이턴온,감사 랑,1
7092,MA010120220812886695,스탠드업플리즈바이턴온,게임 좋다,1
7093,MA010120220812886695,스탠드업플리즈바이턴온,곳 오래,1
7094,MA010120220812886695,스탠드업플리즈바이턴온,곳 아니다,1
7095,MA010120220812886695,스탠드업플리즈바이턴온,괜찮다 저렴 한편,1
7096,MA010120220812886695,스탠드업플리즈바이턴온,구경 재미,1
7097,MA010120220812886695,스탠드업플리즈바이턴온,굿굿 게임,1
7098,MA010120220812886695,스탠드업플리즈바이턴온,그리다 많이,1
7099,MA010120220812886695,스탠드업플리즈바이턴온,근처 식당,1
7100,MA010120220812886695,스탠드업플리즈바이턴온,기분 좋다,1
7101,MA010120220812886695,스탠드업플리즈바이턴온,꾸미다 구경,1
7102,MA010120220812886695,스탠드업플리즈바이턴온,남지 않다,1
7103,MA010120220812886695,스탠드업플리즈바이턴온,달달한 만큼,1
7104,MA010120220812886695,스탠드업플리즈바이턴온,들어오다 분위기,1
7105,MA010120220803758820,ONE BEAN카페,가성비 좋다,1
7106,MA010120220803758820,ONE BEAN카페,아주 저렴하다,1
7107,MA010120220803758820,ONE BEAN카페,친절하다 가성비,1
7108,MA010120220803758820,ONE BEAN카페,커피 아주,1
7109,MA010120220801734971,성수일미락,발효 목살,2
7110,MA010120220801734971,성수일미락,22년 9월,1
7111,MA010120220801734971,성수일미락,2만원 받다,1
7112,MA010120220801734971,성수일미락,30분 넘다,1
7113,MA010120220801734971,성수일미락,9월 리뷰,1
7114,MA010120220801734971,성수일미락,가격 비싸다,1
7115,MA010120220801734971,성수일미락,가격 싸다,1
7116,MA010120220801734971,성수일미락,가다 고기,1
7117,MA010120220801734971,성수일미락,가다 병 당,1
7118,MA010120220801734971,성수일미락,가성비 떨어지다,1
7119,MA010120220801734971,성수일미락,가지 말다,1
7120,MA010120220801734971,성수일미락,가지 않다,1
7121,MA010120220801734971,성수일미락,간다 고,1
7122,MA010120220801734971,성수일미락,갈다 모르다,1
7123,MA010120220801734971,성수일미락,고객 안내,1
7124,MA010120220803387190,녹마이,가성비 좋다,2
7125,MA010120220803387190,녹마이,맛있게 먹다,2
7126,MA010120220803387190,녹마이,먹다 싶다,2
7127,MA010120220803387190,녹마이,맛있다 가성비,1
7128,MA010120220803387190,녹마이,오랜 만,1
7129,MA010120220803387190,녹마이,2 명 이서 4메뉴,1
7130,MA010120220803387190,녹마이,4메뉴,1
