index,상가업소번호,가게명,키워드,갯수
64,MA0101202212A0020676,갓잇 안국점,세트 먹다,3
65,MA0101202212A0020676,갓잇 안국점,양도 많다,3
66,MA0101202212A0020676,갓잇 안국점,음식 맛있다,3
67,MA010120220808537838,달,얼음 빙수,4
68,MA010120220808537838,달,가격 비싸다,5
69,MA010120220808537838,달,맛있는 빙수,3
70,MA010120220808537838,달,우유 얼음 아니다,3
71,MA010120220808537838,달,항아리 팥빙수,3
72,MA010120220808537838,달,항아리 플라스틱,3
73,MA010120220808537838,달,맛있다 근데,2
74,MA010120220808537838,달,빙수 가격,2
75,MA010120220808537838,달,우유 얼음,2
76,MA010120220808537838,달,친절한 사장님,6
77,MA010120220808537838,달,팥 맛있다,2
78,MA010120220808537838,달,항아리 빙수,2
79,MA010120220811199992,청수정,홍합 밥,9
80,MA010120220811199992,청수정,맛있다 반찬,3
81,MA010120220811199992,청수정,기분 좋다,2
83,MA010120220811199992,청수정,들다 보다,2
84,MA010120220811199992,청수정,부모님 맛있다,2
85,MA010120220800223084,자작나무이야기,맛있는 빙수,7
87,MA010120220800223084,자작나무이야기,분위기 좋다,4
89,MA010120220800223084,자작나무이야기,팥 맛있는 빙수,3
90,MA010120220800223084,자작나무이야기,맛있다 팥,2
92,MA010120220800223084,자작나무이야기,빙수 맛집,2
94,MA010120220800223084,자작나무이야기,아늑하다 좋다,2
95,MA010120220800223084,자작나무이야기,잘 먹다,2
96,MA010120220800223084,자작나무이야기,정말 맛있다,2
97,MA010120220804670209,백미당 삼청점,아이스크림 맛있다,4
99,MA010120220804670209,백미당 삼청점,덥다 에어컨,2
100,MA010120220804670209,백미당 삼청점,두유 아이스크림,2
101,MA010120220804670209,백미당 삼청점,많다 아이스크림,2
102,MA010120220804670209,백미당 삼청점,맛있다 좋다,2
103,MA010120220804670209,백미당 삼청점,먹다 아이스크림,2
105,MA010120220804670209,백미당 삼청점,뷰 좋다,2
106,MA010120220804670209,백미당 삼청점,사람 많다,4
107,MA010120220804670209,백미당 삼청점,생각 보다,2
108,MA010120220804670209,백미당 삼청점,예쁘다 한옥,2
110,MA010120220807404834,안암,국물 깔끔하다,6
111,MA010120220807404834,안암,맛있게 먹다,5
112,MA010120220800002167,경춘자의라면땡기는날,짬뽕 라면,16
113,MA010120220800002167,경춘자의라면땡기는날,덜 맵게 맛,6
114,MA010120220800002167,경춘자의라면땡기는날,맵다 맛,6
115,MA010120220800002167,경춘자의라면땡기는날,짬뽕 라면 덜 맵게 맛,4
116,MA010120220800002167,경춘자의라면땡기는날,계란 추가,2
117,MA010120220800002167,경춘자의라면땡기는날,계속 생각나다,2
118,MA010120220800002167,경춘자의라면땡기는날,남다 국물,2
121,MA010120220811926927,연남토마 북촌점,맛있게 먹다,5
123,MA010120220811926927,연남토마 북촌점,바질 명란,2
124,MA010120220811926927,연남토마 북촌점,바질 파스타,2
125,MA010120220811926927,연남토마 북촌점,비벼 먹다,2
126,MA010120220811926927,연남토마 북촌점,아주 맛있다,2
129,MA010120220810354223,도트블랭킷 안국점,신선한 재료,6
130,MA010120220810354223,도트블랭킷 안국점,분위기 좋다,4
131,MA010120220810354223,도트블랭킷 안국점,신선하다 맛있다,4
132,MA010120220810354223,도트블랭킷 안국점,정도 기다리다,4
133,MA010120220810354223,도트블랭킷 안국점,맛있는 커피,3
134,MA010120220810354223,도트블랭킷 안국점,가성비 좋다,2
135,MA010120220800065181,우드앤브릭,많고 좋다,2
136,MA010120220800065181,우드앤브릭,맛있다 커피,2
137,MA010120220800065181,우드앤브릭,아침 일찍,2
138,MA010120220800065181,우드앤브릭,이른 아침,2
139,MA010120220800065181,우드앤브릭,14 만큼만,1
140,MA010120220800065181,우드앤브릭,2천원인 모르다,1
141,MA010120220800065181,우드앤브릭,30 퍼센트 할인,2
142,MA010120220805171860,미트볼라운지 X 아날로그키친 삼청점,분위기 좋다,8
144,MA010120220805171860,미트볼라운지 X 아날로그키친 삼청점,기분 좋다,4
146,MA010120220805171860,미트볼라운지 X 아날로그키친 삼청점,미트볼 스파게티,4
147,MA010120220805171860,미트볼라운지 X 아날로그키친 삼청점,음식 맛있다,4
148,MA010120220805171860,미트볼라운지 X 아날로그키친 삼청점,좋다 음식,4
149,MA010120220805171860,미트볼라운지 X 아날로그키친 삼청점,1월 쯤 방문,2
150,MA010120220805171860,미트볼라운지 X 아날로그키친 삼청점,2회 차 방문인데,2
151,MA010120220805171860,미트볼라운지 X 아날로그키친 삼청점,가게 넓다,2
152,MA010120220805171860,미트볼라운지 X 아날로그키친 삼청점,가격 부담 돼다,2
153,MA010120220805171860,미트볼라운지 X 아날로그키친 삼청점,가격 생각 보다 비싸다,2
154,MA010120220805171860,미트볼라운지 X 아날로그키친 삼청점,가능 해보다,2
155,MA010120220805171860,미트볼라운지 X 아날로그키친 삼청점,가능 해보다 단체,2
156,MA010120220805171860,미트볼라운지 X 아날로그키친 삼청점,가득 먹다,2
157,MA010120220805171860,미트볼라운지 X 아날로그키친 삼청점,개 힘들다,2
158,1111,부빙,초당 옥수수,8
159,1111,부빙,옥수수 빙수,7
161,1111,부빙,1인 1메뉴,4
162,1111,부빙,맛있는 빙수,4
163,1111,부빙,1메뉴,3
164,1111,부빙,1 빙수,3
166,1111,부빙,맛있게 먹다,3
167,MA010120220809847761,브루다 안국,가성비 좋다,8
168,MA010120220809847761,브루다 안국,가성비 괜찮다,2
169,MA010120220809847761,브루다 안국,가성비 짱,2
170,MA010120220809847761,브루다 안국,맛있는 커피,2
171,MA010120220809847761,브루다 안국,바나나 연유,2
172,MA010120220809847761,브루다 안국,좋다 커피,2
173,MA010120220809847761,브루다 안국,1600원 냠냠,1
174,MA010120220809847761,브루다 안국,가격 다르다,3
175,MA010120220809847761,브루다 안국,가격 착하다,1
177,MA010120220810377480,진작카키,분위기 좋다,6
179,MA010120220810377480,진작카키,맛있게 먹다,4
180,MA010120220810377480,진작카키,가기 좋다,3
181,MA010120220810377480,진작카키,가성비 좋다,3
182,MA010120220810377480,진작카키,신선하다 맛있다,3
183,1108,월영당 서울,안동 대마라떼,4
186,1108,월영당 서울,음료 맛있다,3
188,1108,월영당 서울,달지 않다,2
189,1108,월영당 서울,맛있는 디저트,2
190,1108,월영당 서울,분위기 좋다,2
191,1108,월영당 서울,시그니처메뉴,2
194,MA010120220800016329,눈나무집,여전히 맛있다,3
195,MA010120220800016329,눈나무집,국수 맛있다,2
196,MA010120220800016329,눈나무집,더운 날,2
197,MA010120220800016329,눈나무집,더운 날 시원하다,2
198,MA010120220800016329,눈나무집,떡갈비 맛있다,2
199,MA010120220800016329,눈나무집,떡갈비 양,2
201,MA010120220800016329,눈나무집,맛있게 먹다,2
202,MA010120220800016329,눈나무집,먹기 좋다,2
203,MA010120220800016329,눈나무집,멸치 국수,2
206,1124,앙시엔,친절한 사장님,13
207,1124,앙시엔,정말 맛있다,5
208,1124,앙시엔,종류 많다,5
210,1124,앙시엔,맛있게 먹다,3
211,1124,앙시엔,맛있다 젤라또,3
212,1124,앙시엔,선물 좋다,6
214,MA010120220813341060,만가타,음식 맛있다,6
215,MA010120220813341060,만가타,정말 맛있다,5
216,MA010120220813341060,만가타,기분 좋다,4
217,MA010120220813341060,만가타,분위기 좋다,4
218,MA010120220813341060,만가타,코스 요리,4
219,MA010120220813341060,만가타,가기 좋다,3
220,MA010120220813341060,만가타,가고 싶다,3
222,MA010120220808731523,부띠끄경성,음식 맛있다,7
223,MA010120220808731523,부띠끄경성,맛있게 먹다,5
224,MA010120220808731523,부띠끄경성,정말 맛있다,4
225,MA010120220808731523,부띠끄경성,기분 좋다,3
227,MA010120220808731523,부띠끄경성,좋다 음식,3
228,MA010120220808731523,부띠끄경성,친절한 직원분들,6
229,MA010120220808731523,부띠끄경성,감바스 파스타,2
231,MA010120220800035353,RadioM 삼청점,뷰 좋다,4
233,MA010120220800035353,RadioM 삼청점,넓다 시원하다,2
234,MA010120220800035353,RadioM 삼청점,커피 맛,2
235,MA010120220800035353,RadioM 삼청점,2층 엄청,1
236,MA010120220800035353,RadioM 삼청점,6000원 짜리,1
237,MA010120220800035353,RadioM 삼청점,6000원 짜리 아이스아메리카노,1
238,MA010120220800035353,RadioM 삼청점,가격 후덜덜,1
239,MA010120220800035353,RadioM 삼청점,가성비 다 떨어지다,1
240,MA010120220800035353,RadioM 삼청점,갈릭 소세지,1
241,MA010120220800035353,RadioM 삼청점,검색 정보,1
244,MA010120220800034932,조선김밥,오뎅 김밥,7
245,MA010120220800034932,조선김밥,조선 김밥,10
246,MA010120220800034932,조선김밥,가격 비싸다,3
248,MA010120220800034932,조선김밥,김밥 좋다,2
249,MA010120220800034932,조선김밥,맛 없다,2
250,MA010120220800034932,조선김밥,특이하다 김밥,2
251,MA010120220800016575,스미스가좋아하는한옥,분위기 좋다,6
252,MA010120220800016575,스미스가좋아하는한옥,음식 맛있다,6
253,MA010120220800016575,스미스가좋아하는한옥,가다 싶다,2
254,MA010120220800016575,스미스가좋아하는한옥,기분 좋다,2
256,MA010120220800016575,스미스가좋아하는한옥,맛있다 분위기,2
257,MA010120220800016575,스미스가좋아하는한옥,봉골레 파스타,2
259,MA010120220806666078,회화나무,뷰 좋다,12
261,MA010120220806666078,회화나무,옛날 팥빙수,2
262,MA010120220806666078,회화나무,전망 좋다,2
263,MA010120220806666078,회화나무,종류 다양하다,2
264,MA010120220806666078,회화나무,좋다 팥빙수,2
265,MA010120220806666078,회화나무,커피 비싸다,2
266,MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,맛있게 먹다,7
267,MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,맛 좋다,4
268,MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,신선한 재료,4
269,MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,건강하게 맛있다,3
270,MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,깔끔한 맛,3
271,MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,건강한 맛,4
273,MA010120220808031655,로우루프,뷰 좋다,4
274,MA010120220808031655,로우루프,맛있는 커피,3
275,MA010120220808031655,로우루프,배숙 무스,3
276,MA010120220808031655,로우루프,분위기 좋다,3
277,MA010120220808031655,로우루프,날씨 좋다,2
279,MA010120220804390574,르꼬숑,음식 맛있다,8
280,MA010120220804390574,르꼬숑,맛있게 먹다,6
281,MA010120220804390574,르꼬숑,기억에 남다,4
283,MA010120220804390574,르꼬숑,마지막 디저트,4
285,MA010120220800552664,먹쉬돈나 삼청동점,라면 사리,2
287,MA010120220800552664,먹쉬돈나 삼청동점,1000원 바가지,1
288,MA010120220803292230,정담은보쌈 북촌점,음식 정갈하다,4
289,MA010120220803292230,정담은보쌈 북촌점,기분 좋다,3
290,MA010120220803292230,정담은보쌈 북촌점,깔끔하게 맛있다,2
291,MA010120220803292230,정담은보쌈 북촌점,막걸리 종류,2
292,MA010120220803292230,정담은보쌈 북촌점,맛있다 막걸리,2
293,MA010120220803292230,정담은보쌈 북촌점,맛있게 먹다,4
294,MA010120220803292230,정담은보쌈 북촌점,보쌈 맛있다,4
295,MA010120220803292230,정담은보쌈 북촌점,보쌈 비빔국수,2
296,MA010120220803292230,정담은보쌈 북촌점,음식 깔끔하다,2
297,MA010120220808277059,마음을담아내면,간장 비빔면,3
298,MA010120220808277059,마음을담아내면,명란 아보카도,3
299,MA010120220808277059,마음을담아내면,아보카도 덮밥,3
300,MA010120220808277059,마음을담아내면,가격 비싸다,4
301,MA010120220808277059,마음을담아내면,간이 적당하다,2
302,MA010120220808277059,마음을담아내면,깔끔한 맛,2
303,MA010120220808277059,마음을담아내면,맛 좋다,2
304,MA010120220808277059,마음을담아내면,먹기 좋다,2
305,MA010120220808277059,마음을담아내면,목살 스테이크,2
306,MA010120220808277059,마음을담아내면,좋다 친절하다,4
309,MA010120220807041580,인사동쭈꾸미,맛있는 쭈꾸미,3
310,MA010120220807041580,인사동쭈꾸미,맛있게 먹다,3
311,MA010120220807041580,인사동쭈꾸미,사장님 친절하다,3
312,MA010120220807041580,인사동쭈꾸미,인사동 쭈꾸미,3
313,MA010120220807041580,인사동쭈꾸미,기분 좋다,2
316,MA010120220807041580,인사동쭈꾸미,맛있다 쭈꾸미,5
318,MA010120220800033800,북촌김치재,묵은지 갈비찜,4
319,MA010120220800033800,북촌김치재,갈비찜 고기,3
320,MA010120220800033800,북촌김치재,맛있게 먹다,3
321,MA010120220800033800,북촌김치재,가성비 좋다,2
322,MA010120220800033800,북촌김치재,고기 부드럽다,2
324,MA010120220800033800,북촌김치재,맛있다 고기,2
325,MA010120220800033800,북촌김치재,좋다 계란말이,2
326,MA010120220800033800,북촌김치재,2인분 치즈 계란말이,1
327,MA010120220800033800,북촌김치재,가격 김이랑,1
328,MA010120220800033800,북촌김치재,갈비 부드럽다,1
329,MA010120220809328625,벨라쿠키 안국,맛있는 쿠키,4
331,MA010120220809328625,벨라쿠키 안국,가격 비싸다,2
332,MA010120220809328625,벨라쿠키 안국,개별 포장 되어다,2
334,MA010120220809328625,벨라쿠키 안국,많이 달다,2
335,MA010120220809328625,벨라쿠키 안국,말차 마카 다 미아,2
336,MA010120220809328625,벨라쿠키 안국,맛있다 맛,2
337,MA010120220809328625,벨라쿠키 안국,묵직하다 쿠키,2
338,MA010120220803570465,일월카츠,기분 좋다,4
339,MA010120220803570465,일월카츠,상 로스카츠,4
340,MA010120220803570465,일월카츠,정말 맛있다,4
341,MA010120220803570465,일월카츠,친절한 사장님,4
343,MA010120220803570465,일월카츠,맛있다 사장님,3
344,MA010120220807100155,베르트,분위기 좋다,5
346,MA010120220807100155,베르트,오다 싶다,3
347,MA010120220807100155,베르트,음료 맛있다,3
348,MA010120220807100155,베르트,창가 자리,3
350,MA010120220807100155,베르트,대화하기 좋다,2
351,MA010120220807100155,베르트,맛있는 커피,2
352,MA010120220808443747,화양연화,맛있다 다,4
353,MA010120220808443747,화양연화,팟타이 맛있다,3
354,MA010120220808443747,화양연화,나쁘다 않다,2
355,MA010120220808443747,화양연화,타이 밀크티,2
357,MA010120220811199145,청국장밥,짜지 않다,2
358,MA010120220811199145,청국장밥,골목 들어오다,1
359,MA010120220811199145,청국장밥,17000 미쳤다,1
360,MA010120220811199145,청국장밥,가격 이기다,1
361,MA010120220811199145,청국장밥,고기 냄새,1
362,MA010120220811199145,청국장밥,고려 청국장,1
363,MA010120220811199145,청국장밥,고추장 넣다,1
364,MA010120220803291859,대림국수 안국점,꼬치 국수,3
365,MA010120220803291859,대림국수 안국점,꼬치 맛있다,3
367,MA010120220803291859,대림국수 안국점,맛있다 하이볼,2
368,MA010120220803291859,대림국수 안국점,온면 맛있다,2
369,MA010120220803291859,대림국수 안국점,우연히 들어가다,2
370,MA010120220803291859,대림국수 안국점,정말 맛있다,2
374,MA010120220808298620,아티장 크로아상,담백하다 맛있다,2
375,MA010120220808298620,아티장 크로아상,라우겐 크로와상,2
377,MA010120220808298620,아티장 크로아상,진짜 맛있다,2
378,MA010120220808298620,아티장 크로아상,크루와상 맛있다,2
379,MA010120220808298620,아티장 크로아상,3개 사다,1
380,MA010120220813568889,티테라피,분위기 좋다,5
383,MA010120220813568889,티테라피,1인 1 주문 필수,3
384,MA010120220813568889,티테라피,가격 합리적이다,1
385,MA010120220808041049,북촌손만두 삼청동점,갈비 만두,4
387,MA010120220808041049,북촌손만두 삼청동점,맛있다 냉면,3
388,MA010120220808041049,북촌손만두 삼청동점,냉면 만두,2
389,MA010120220808041049,북촌손만두 삼청동점,가게 안이 덥다 근데,1
390,MA010120220808041049,북촌손만두 삼청동점,가게 좁다,1
391,MA010120220808041049,북촌손만두 삼청동점,가면 대기,1
392,MA010120220808041049,북촌손만두 삼청동점,갈다 핵 비추다,1
393,MA010120220808041049,북촌손만두 삼청동점,갈비 만두 맛있다,4
396,MA010120220805435729,몽중헌 안국점,딤섬 맛있다,7
397,MA010120220805435729,몽중헌 안국점,특별한 날,3
398,MA010120220805435729,몽중헌 안국점,괜찮다 직원분들,2
399,MA010120220805435729,몽중헌 안국점,냉면 맛있다,2
400,MA010120220805435729,몽중헌 안국점,맛있게 먹다,2
401,MA010120220805435729,몽중헌 안국점,매장 분위기 좋다,2
402,MA010120220805435729,몽중헌 안국점,상견례 하기좋다,2
403,MA010120220805053972,카페 르꽁뜨,맛있는 커피,4
404,MA010120220805053972,카페 르꽁뜨,깨끗하다 좋다,3
406,MA010120220805053972,카페 르꽁뜨,분위기 좋다,5
410,MA010120220800074991,대장장이화덕피자,화덕 피자,5
411,MA010120220800074991,대장장이화덕피자,감베리 뽀모도로 피자,3
412,MA010120220800074991,대장장이화덕피자,관자 크림 파스타,3
413,MA010120220800074991,대장장이화덕피자,맛있게 먹다,3
415,MA010120220800074991,대장장이화덕피자,도우 정말 맛있다,2
416,MA010120220800074991,대장장이화덕피자,리코타 치즈 샐러드,2
418,MA010120220800074991,대장장이화덕피자,맛있다 음식,2
419,MA010120220800074991,대장장이화덕피자,삼청동 가다,2
421,MA010120220809751258,밀과보리,맛있게 먹다,3
423,MA010120220809751258,밀과보리,밀 보리밥,2
424,MA010120220809751258,밀과보리,음식 맛있다,2
425,MA010120220809751258,밀과보리,정말 맛있다,2
427,MA010120220809751258,밀과보리,간이 쎄다,2
429,MA010120220809751258,밀과보리,감자전 닭볶음탕,1
430,MA010120220809751258,밀과보리,감자전 두껍다,1
431,MA010120220809751258,밀과보리,감자전 밀 보리밥,1
432,MA010120220809751258,밀과보리,감자전 반찬,1
433,MA010120220809751258,밀과보리,강추 맛있다,1
434,MA010120220809751258,밀과보리,걸죽하고 좋다,1
435,MA010120220809751258,밀과보리,곤드레밥 맛있다,1
436,MA010120220809751258,밀과보리,공간 협소하다,1
437,MA010120220809751258,밀과보리,괜찮다 미나리전,1
438,MA010120220806582351,베테카텐,음식 맛있다,4
439,MA010120220806582351,베테카텐,기분 좋다,3
440,MA010120220806582351,베테카텐,맛 좋다,3
441,MA010120220812927417,애호락,맛있게 먹다,3
442,MA010120220812927417,애호락,5합 보쌈,2
443,MA010120220812927417,애호락,깔끔한 맛있다,2
444,MA010120220812927417,애호락,듬뿍 들어간다,2
445,MA010120220800022083,순이네가게,저렴한 가격,2
446,MA010120220800022083,순이네가게,가본 음식점 중,1
447,MA010120220800022083,순이네가게,간단하게 먹기 좋다,1
448,MA010120220800022083,순이네가게,건물 무난한,1
449,MA010120220800022083,순이네가게,그렇게 장사하지 마세요,1
450,MA010120220800022083,순이네가게,근처 김밥,1
451,MA010120220800022083,순이네가게,기본메뉴인,1
452,MA010120220800022083,순이네가게,김밥 라면,1
453,MA010120220800022083,순이네가게,김밥 맛있다,1
454,MA010120220800022083,순이네가게,김밥 싱겁다,1
456,MA010120220800022083,순이네가게,노맛 제발,1
457,MA010120220800022083,순이네가게,누락 되다,1
458,MA010120220800022083,순이네가게,다양하다 좋다,1
459,MA010120220800022083,순이네가게,대신 김치찌개 맛 나용,1
460,MA010120220800022083,순이네가게,더운 매장,1
461,MA010120220800022083,순이네가게,리뷰 남기다 맛없다,1
463,MA010120220808111060,어텐디 북촌,맛있는 디저트,3
464,MA010120220808111060,어텐디 북촌,분위기 좋다,2
465,MA010120220808111060,어텐디 북촌,4개 만원,1
466,MA010120220808111060,어텐디 북촌,가다 아직도,1
467,MA010120220808111060,어텐디 북촌,갈때마다 들리는 최애 카페,1
468,MA010120220808111060,어텐디 북촌,개방적 되어다,1
469,MA010120220808111060,어텐디 북촌,걱정 화이트,1
470,MA010120220808111060,어텐디 북촌,겔 케이크,1
471,MA010120220808111060,어텐디 북촌,겔 케이크 4개,1
472,MA010120220808111060,어텐디 북촌,겔 호프,2
473,MA010120220808111060,어텐디 북촌,겔 호프 겔 호프 무화과,1
474,MA010120220808111060,어텐디 북촌,고기 부드럽다,1
476,MA010120220808111060,어텐디 북촌,귀엽다 맛있다,1
477,MA010120220800018937,등촌샤브칼국수 안국역점,들다 괜찮다,4
478,MA010120220800018937,등촌샤브칼국수 안국역점,마음 들다,4
479,MA010120220800018937,등촌샤브칼국수 안국역점,가다 맛있다,1
480,MA010120220800018937,등촌샤브칼국수 안국역점,가볍다 한끼,1
481,MA010120220800018937,등촌샤브칼국수 안국역점,가성비메뉴,1
482,MA010120220800018937,등촌샤브칼국수 안국역점,가성비 좋다,1
483,MA010120220800018937,등촌샤브칼국수 안국역점,갈때마다 맛있다,1
484,MA010120220800018937,등촌샤브칼국수 안국역점,고기 기본인데,1
485,MA010120220800018937,등촌샤브칼국수 안국역점,고무장갑 끼고 만들다,1
487,MA010120220800018937,등촌샤브칼국수 안국역점,그닥 꽤,1
488,MA010120220800018937,등촌샤브칼국수 안국역점,글쎄요 맛,1
489,MA010120220800018937,등촌샤브칼국수 안국역점,글쎄요 맛 그닥,1
490,MA010120220800018937,등촌샤브칼국수 안국역점,기본인데 따로,1
491,MA010120220800018937,등촌샤브칼국수 안국역점,꼬막비빔밥 나쁘다,1
492,MA010120220800018937,등촌샤브칼국수 안국역점,꽤 불친절,1
493,MA010120220800018937,등촌샤브칼국수 안국역점,나쁘지 않다,1
495,MA010120220800038961,삼청동우피,팥빙수 맛있다,3
497,MA010120220800038961,삼청동우피,조용하다 좋다,2
498,MA010120220800038961,삼청동우피,팥 맛있는 빙수,2
499,MA010120220800038961,삼청동우피,그냥 그렇다,1
500,MA010120220800038961,삼청동우피,그림이랑 넘 좋다,1
502,MA010120220800038961,삼청동우피,넘 좋다,1
503,MA010120220800038961,삼청동우피,단팥죽 아주,1
504,MA010120220800038961,삼청동우피,단팥죽 팥빙수,1
505,MA010120220800038961,삼청동우피,두잔 주문,1
506,MA010120220800038961,삼청동우피,리필 왕창 주다,1
507,MA010120220800038961,삼청동우피,맛있는 커피,1
508,MA010120220800038961,삼청동우피,맛있게 먹다,1
509,MA010120220800038961,삼청동우피,맛있다 커피,1
510,MA010120220800038961,삼청동우피,분위기 그림이랑,1
511,MA010120220800038961,삼청동우피,분위기 좋다,1
512,MA010120220800038961,삼청동우피,빙수 맛있다,3
513,MA010120220800038961,삼청동우피,아주 맛있다,1
514,MA010120220800038961,삼청동우피,엄청 맛있다,1
515,MA010120220800038961,삼청동우피,오랜만에 팥빙수,1
516,MA010120220800038961,삼청동우피,유자 빙수 맛있다,1
518,MA010120220803201190,스미레돈카츠 안국점,맛있게 먹다,3
520,MA010120220803201190,스미레돈카츠 안국점,음식 맛있다,2
521,MA010120220803201190,스미레돈카츠 안국점,친절하다 음식,2
522,MA010120220803201190,스미레돈카츠 안국점,가게 대체로,1
524,MA010120220803201190,스미레돈카츠 안국점,가다 창가,1
525,MA010120220803201190,스미레돈카츠 안국점,치돈 메밀,1
527,MA010120220803201190,스미레돈카츠 안국점,간이 안되다,1
528,MA010120220803201190,스미레돈카츠 안국점,고기 부드럽다,1
529,MA010120220803201190,스미레돈카츠 안국점,그냥 그렇다,1
530,MA010120220803201190,스미레돈카츠 안국점,기준 양,1
531,MA010120220803201190,스미레돈카츠 안국점,길가 다 들어간 곳,1
532,MA010120220803201190,스미레돈카츠 안국점,김치 국물,1
535,MA010120220800023963,커피 팩토리,2만원 돈이던데,11
536,MA010120220800023963,커피 팩토리,2층 가다,1
537,MA010120220800023963,커피 팩토리,2층 자리,1
538,MA010120220800023963,커피 팩토리,6500원 이라니,1
539,MA010120220800023963,커피 팩토리,가격 비싸다,1
540,MA010120220800023963,커피 팩토리,가격 아니다,1
541,MA010120220800658023,시래기담은,기분 좋다,4
543,MA010120220800658023,시래기담은,정말 맛있다,3
544,MA010120220800658023,시래기담은,청와대 관람,3
546,MA010120220800658023,시래기담은,든든하게 먹다,2
547,MA010120220800658023,시래기담은,맛 좋다,2
548,MA010120220800658023,시래기담은,맛있게 먹다,2
549,MA010120220800658023,시래기담은,맛있다 친절하다,2
550,MA010120220800658023,시래기담은,먹다 보고,2
551,MA010120220800658023,시래기담은,먹다 사장님,2
552,MA010120220800658023,시래기담은,메뉴 먹다 보고,2
553,MA010120220801838345,아이사구아,주스 맛있다,2
554,MA010120220801838345,아이사구아,커피 값,2
555,MA010120220801838345,아이사구아,18000원 입니다,1
556,MA010120220801838345,아이사구아,9000원 비싸다,1
557,MA010120220801838345,아이사구아,9천원 이었는데 플래터,1
558,MA010120220801838345,아이사구아,가격 비싸다,1
559,MA010120220801838345,아이사구아,가격 사악하다,1
560,MA010120220801838345,아이사구아,가격 표기,1
561,MA010120220812047933,미술관옆 돈까스,돈까스 맛있다,6
563,MA010120220812047933,미술관옆 돈까스,좋다 재방문의사,1
564,MA010120220812047933,미술관옆 돈까스,1만 보 걷다,1
566,MA010120220812047933,미술관옆 돈까스,간도 적당하다,1
567,MA010120220812047933,미술관옆 돈까스,걷다 꿀맛,1
568,MA010120220812047933,미술관옆 돈까스,고구마 치즈,1
569,MA010120220812047933,미술관옆 돈까스,고기 두툼,1
570,MA010120220812047933,미술관옆 돈까스,고기 부드럽다,1
571,MA010120220812047933,미술관옆 돈까스,고소하다 고소하다 먼저,1
572,MA010120220812047933,미술관옆 돈까스,고추 맵다 맛,1
573,MA010120220812047933,미술관옆 돈까스,고추 치즈돈까스 유명하다,1
