상가업소번호,키워드,행정동,업종,리뷰,가게명,갯수
MA010120220813633314,애견,성수1가제2동,서양식,애견동반이라 맘에 들어요~ 강아지 간식도 있고 좋아요 ^^,코시나,2.0
MA010120220813633314,분위기,성수1가제2동,서양식,다소 불친절하고 분위기가 편안 분위기는 아니예요.,코시나,2.0
MA010120220813633314,리조또,성수1가제2동,서양식,"음식 개선 많이 필요해보입니다......제가 두가지만 먹어봐서 그런진 몰라두. 개선이 필요해 보여요.  바지락 해장 파스타 1. 면 덜 익어서 딱딱한 부분 있음. 2. 국물과 면에서 아무맛이 안느껴지고 바지락에만 맛이 좀 베어있음  크림 리조또 1. 덜 쫄아서 국물이 흥건함 2. 기본적으로 간이 안 되어있고 크림리조또 특유의 짭짤함 없음. 우유와 크림이 따로 맛이 느껴진다고 해야 하나..   그외 간이 너무 안되어 있어서 후추 요청드렸는데, 젖어있는 종지에 주셔서 후추가 떨어지지 않음.....  돈 아까워서 먹은거지 절대 맛있어서가 아닙니다. 사장님이 직접 드셔보시고 만드시긴 한걸까 의심스러울 정도의 맛이었습니다. 반려견 있으신 분들 모임 장소라면 가겠지만 파스타 먹고 싶어서 간다면 절대 안 갈 것 같네",코시나,1.0
MA010120220813040302,싱싱한,성수1가제2동,서양식,굴도 싱싱하고 파스타도 맛있었어요 분위기도 좋았습니다,더즌오이스터 성수,3.0
MA010120220812960830,오리맛있는 고기,성수2가제3동,한식,맛있는 오리고기! 셋이서 육인분먹었습니다,더키더키,1.0
MA010120220810586661,고양이,성수2가제1동,카페,꽃집과 카페가 같이 운영되는 업소입니다. 고양이 좋아 하시는 분들도 좋아하실 듯,코스모스상점,6.0
MA010120220810586661,맛있는,성수2가제1동,카페,떡볶이 전문점이 아닌데도 너무 맛있어요. 카페지만 꼭 한번씩 드셔보세요,코스모스상점,6.0
MA010120220810586661,와인,성수2가제1동,카페,매장 내 와인을 사서 콜키지 비용 만원을 내면 앉아서 와인 마실 수 있어요!  카페에서 와인 마시는 기분을 즐길 수 있어서 좋았어요,코스모스상점,4.0
MA010120220810586661,우유,성수2가제1동,카페,비건카페로 우유를 쓰지 않았는데도 라떼가 너무 깔끔하고 맛있어서 다 먹었어요! 배안아픈건 덤이구요 공간을 너무 잘 꾸며놓으셨고 그 공간에 녹아든 냥이들도 너무 귀엽습니다 음식들은 가벼이 먹기 좋은 것 같아요!  특히 유자들기름막국수랑 치킨텐더랩 맛있었어요:) 꽃다발도 몇개 지나가는분꺼봤는데 색상 비비드하고 예쁘게 잘해주시더라구요 ㅎㅎ 다음엔 더 즐기러 또 방문하겠습니다,코스모스상점,3.0
MA010120220810586661,비건,성수2가제1동,카페,여러 가지 비건 메뉴를 전문으로 판매하는 카페입니다. 비건인 것도 좋은데 심지어 맛있기까지 해서 너무 좋았어요  다음에 다른 메뉴도 먹어보고 싶습니다!,코스모스상점,3.0
MA010120220810586661,분위기,성수2가제1동,카페,분위기가 따뜻해요,코스모스상점,3.0
MA010120220810586661,라떼,성수2가제1동,카페,비건카페로 우유를 쓰지 않았는데도 라떼가 너무 깔끔하고 맛있어서 다 먹었어요! 배안아픈건 덤이구요 공간을 너무 잘 꾸며놓으셨고 그 공간에 녹아든 냥이들도 너무 귀엽습니다 음식들은 가벼이 먹기 좋은 것 같아요!  특히 유자들기름막국수랑 치킨텐더랩 맛있었어요:) 꽃다발도 몇개 지나가는분꺼봤는데 색상 비비드하고 예쁘게 잘해주시더라구요 ㅎㅎ 다음엔 더 즐기러 또 방문하겠습니다,코스모스상점,3.0
MA010120220810586661,음료,성수2가제1동,카페,평일음료 할인 굿!,코스모스상점,2.0
MA010120220810586661,예쁜,성수2가제1동,카페,꽃 조합이 예쁘고 가격도 적당해서 만족스러워요,코스모스상점,2.0
MA010120220810586661,귀여운 강아지,성수2가제1동,카페,강아지 너무귀여워요,코스모스상점,
2230,커피,성수1가제1동,카페,"한줄평: 서울숲에서 작업하기 좋은 넓고 여유로운 카페공간이 넓고 여유로운 서울숲의 카페. 개인적으로 천고가 높은 공간이 주는 그 탁트인 공간감을 좋아하는데, 이곳이 딱 그러하다. 단순한 카페가 아니라 인테리어나 건물 구조도 독특하고, 넓은 테이블과 공간 배치, 조명들도 독특하다. 한쪽에는 책도 다양하게 있고 전시공간도 있는게 인상적.메뉴는 커피메뉴와달큰한 라떼메뉴, 에이드메뉴, 디저트메뉴 그리고 타바론tea 메뉴가 있다. 호지티라떼나 마론커피 마론라떼 등 이런 메뉴들이 눈에 들어오긴 했는데, 나는 다이어트중이고 카페인이 없는 메뉴를 찾다보니 타바론티에서 크림슨 펀치 Tea를 초이스. 크림슨펀치는 히비스커스에 사과 오렌지 로즈힙이 블렌딩된 새콤달콤한 허브티였다. 꽤나 새콤달콤했는데, 테이블에 앉아서 차 한잔 하면서 아이패드로 작업하기 딱 좋은 시간이었다.ista @yeh_rag #먹히영",코사이어티 서울숲,3.0
2230,분위기,성수1가제1동,카페,분위기와 온도 음악 다 좋았습니당,코사이어티 서울숲,3.0
2230,좋은 분위기,성수1가제1동,카페,분위기 좋아요 ㅎ 공부하고 싶어조요,코사이어티 서울숲,2.0
2230,아늑한,성수1가제1동,카페,아늑한 분위기가 너무 좋아요. 마롱밀크 맛있구요:),코사이어티 서울숲,2.0
2230,서울숲,성수1가제1동,카페,"한줄평: 서울숲에서 작업하기 좋은 넓고 여유로운 카페공간이 넓고 여유로운 서울숲의 카페. 개인적으로 천고가 높은 공간이 주는 그 탁트인 공간감을 좋아하는데, 이곳이 딱 그러하다. 단순한 카페가 아니라 인테리어나 건물 구조도 독특하고, 넓은 테이블과 공간 배치, 조명들도 독특하다. 한쪽에는 책도 다양하게 있고 전시공간도 있는게 인상적.메뉴는 커피메뉴와달큰한 라떼메뉴, 에이드메뉴, 디저트메뉴 그리고 타바론tea 메뉴가 있다. 호지티라떼나 마론커피 마론라떼 등 이런 메뉴들이 눈에 들어오긴 했는데, 나는 다이어트중이고 카페인이 없는 메뉴를 찾다보니 타바론티에서 크림슨 펀치 Tea를 초이스. 크림슨펀치는 히비스커스에 사과 오렌지 로즈힙이 블렌딩된 새콤달콤한 허브티였다. 꽤나 새콤달콤했는데, 테이블에 앉아서 차 한잔 하면서 아이패드로 작업하기 딱 좋은 시간이었다.ista @yeh_rag #먹히영",코사이어티 서울숲,2.0
MA010120220812960830,데이트하기 좋은,성수2가제3동,한식,음식사진은 없지만 맛있게 잘 먹었어요 단체모임도 좋을 것 같고 데이트로도 좋을 것 같아요,더키더키,1.0
MA010120220803346192,돈가스,성수1가제2동,분식,"돈까스,함박스테이크,로제파스타 모두모두 맛이 있었습니다",더킹돈 뚝섬점,4.0
2230,커뮤니티 테이블,성수1가제1동,카페,"작업하기 좋은 곳이라 해서 갔는데, 콘센트가 있는 커뮤니티 테이블이 놓여 있어서 저 말고도 노트북 가져와 작업하는 사람들이 많았어요. 다만 큰 커뮤니티 테이블 한쪽은 등받이가 없어서 좀 불편할 수도 있어요!   커피에는 산미가 좀 있지만, 거슬리지 않을 정도고 땅콩쑥파운드가 진짜 맛있었습니다. 가격도 저렴한데 맛도 있어서 다음번에 갔을 때도 이거 먹으려고요. 솔직히 쑥 들어간 디저트에 감흥이 크게 없는 편인데도 완전 고소 달달해서 만족스러웠어요.",코사이어티 서울숲,1.0
2230,커뮤니티,성수1가제1동,카페,"작업하기 좋은 곳이라 해서 갔는데, 콘센트가 있는 커뮤니티 테이블이 놓여 있어서 저 말고도 노트북 가져와 작업하는 사람들이 많았어요. 다만 큰 커뮤니티 테이블 한쪽은 등받이가 없어서 좀 불편할 수도 있어요!   커피에는 산미가 좀 있지만, 거슬리지 않을 정도고 땅콩쑥파운드가 진짜 맛있었습니다. 가격도 저렴한데 맛도 있어서 다음번에 갔을 때도 이거 먹으려고요. 솔직히 쑥 들어간 디저트에 감흥이 크게 없는 편인데도 완전 고소 달달해서 만족스러웠어요.",코사이어티 서울숲,1.0
MA010120220803346192,바삭바삭한,성수1가제2동,분식,돈까스 & 크림파스타 세트메뉴 시켰어요~ 돈까스 바삭바삭하니 맛있네요,더킹돈 뚝섬점,
MA010120220812715743,맛있는,성수1가제2동,주점,분위기도 봏고 안주 하나하나 정성스럽고 맛있어요! 사장님 직원 일하시는 분들 다 친절하셔서 끝까지 기분좋게 먹고 나올수 있었어요,코너룸,11.0
MA010120220812715743,와인,성수1가제2동,주점,발렌타인데이코스로 방문했는데 음식도 너무 맛있었어요 ! 추천해주신 와인도 너무 만족스러웠습니다. 다음에 또 방문할게요,코너룸,8.0
MA010120220802834840,저렴한,성수1가제2동,카페,가격도 저렴하고 시설도 깔끔해요,데이앤데이 뚝섬역점,2.0
MA010120220812715743,친절한,성수1가제2동,주점,바 자리도 나쁘지 않네요! 구경하는 재미가 있어요. 미트파이도 맛있고 사장님이 친절하세요!,코너룸,3.0
MA010120220812715743,고기,성수1가제2동,주점,맛난데 고기6점에 3마넌 ㅎㅎ,코너룸,2.0
MA010120220812715743,기대 이상,성수1가제2동,주점,기대이상 맛나고 분위기도 좋아요 싹싹비움,코너룸,2.0
MA010120220812715743,파스타,성수1가제2동,주점,"가게 찾아가기가 좀 힘들었지만,,, 사장님께서도 쉐프님들께서도 너무 친절하셨구요,,,, 저희는 바테이블에 앉아서 요리하는 거 보는 재미도 있었습니다!! 사실 다른 다이닝바에 비해 가성비가 있는 곳이고, 그렇다고 맛이나 분위기가 빠지지도 않았고!!! 저는 콜드메뉴, 파스타와 브로콜리 샐러드 강츄!!!!!",코너룸,2.0
MA010120220802834840,깨끗한,성수1가제2동,카페,가격도 저렴하고 시설도 깔끔해요,데이앤데이 뚝섬역점,2.0
MA010120220812715743,독특한,성수1가제2동,주점,"플레이팅이 예쁘구 뭔가 독특한 요리들이 있었음 근데 막 다시 오고싶은 특별한 맛까진 못느꼈고,, 괜찮았습니다",코너룸,1.0
MA010120220812715743,뇨끼,성수1가제2동,주점,"살치살 카츠와 살치살 파이, 치즈 뇨끼 등 요리 하나하나의 완성도가 높았고 사진을 깜빡했지만 매쉬드 포테이토가 아주 별미입니다",코너룸,1.0
2233,맛있는,성수2가제3동,카페,"오후에 방문하여 이미 베이글은 모두 판매되고 샌드위치만 구매 가능했습니다. 등심 생햄과 버터, 후추를 넣은 심플한 샌드위치인데 맥주와 아주 잘 어울렸습니다.수제맥주인 라거도 맛이 괜찮았고 행사가 2500원이었습니다. 라떼를 먹은 친구가 라떼도 맛있다고 합니다. 무엇보다 자리가 빈백으로 넓직넓직하게 간격을 두고 구성되어 있어 편안히 이야기하기에 만족스러운 공간이었습니다. 재방문의사 있습니다.",코끼리베이글성수,4.0
2233,커피,성수2가제3동,카페,유명한 화덕베이글집. 베이글종류대로 테이크아웃해가는 손님들이 많아요 갓 구워진 베이글 매장에서 바로 먹으니까 맛있어요 커피도 맛있어요 짱!,코끼리베이글성수,2.0
2233,베이글,성수2가제3동,카페,"오후에 방문하여 이미 베이글은 모두 판매되고 샌드위치만 구매 가능했습니다. 등심 생햄과 버터, 후추를 넣은 심플한 샌드위치인데 맥주와 아주 잘 어울렸습니다.수제맥주인 라거도 맛이 괜찮았고 행사가 2500원이었습니다. 라떼를 먹은 친구가 라떼도 맛있다고 합니다. 무엇보다 자리가 빈백으로 넓직넓직하게 간격을 두고 구성되어 있어 편안히 이야기하기에 만족스러운 공간이었습니다. 재방문의사 있습니다.",코끼리베이글성수,2.0
2233,맛있는 커피,성수2가제3동,카페,유명한 화덕베이글집. 베이글종류대로 테이크아웃해가는 손님들이 많아요 갓 구워진 베이글 매장에서 바로 먹으니까 맛있어요 커피도 맛있어요 짱!,코끼리베이글성수,2.0
2233,친절한,성수2가제3동,카페,처음가는데 내부도 크고 청결해요!  직원분들 분주하신데도 친절하십니다 무엇보다 베이글 넘 맛있어용,코끼리베이글성수,1.0
2233,코끼리 베이글 성수 동점,성수2가제3동,카페,코끼리베이글 성수동점. 약간 외진곳에 있지만 와우 엄청 크고 멋지게 만들어 놨다. 맛냐 뭐 워낙 유명한 곳이라 두말할 필요 있을지 ㅋ. 파삭하고 쫄깃한 베이글 너무 맛나다,코끼리베이글성수,1.0
2233,코끼리 베이글,성수2가제3동,카페,코끼리베이글 성수동점. 약간 외진곳에 있지만 와우 엄청 크고 멋지게 만들어 놨다. 맛냐 뭐 워낙 유명한 곳이라 두말할 필요 있을지 ㅋ. 파삭하고 쫄깃한 베이글 너무 맛나다,코끼리베이글성수,1.0
2233,코끼리,성수2가제3동,카페,코끼리베이글 성수동점. 약간 외진곳에 있지만 와우 엄청 크고 멋지게 만들어 놨다. 맛냐 뭐 워낙 유명한 곳이라 두말할 필요 있을지 ㅋ. 파삭하고 쫄깃한 베이글 너무 맛나다,코끼리베이글성수,1.0
MA010120220806741869,맛있는 음식,성수2가제3동,동남아시아,경양식집 느낌이라 그런지 정겹지만 음식도 맛있어요ㅎ,델리커리 성수낙낙점,2.0
MA010120220808105359,많은 고기,성수2가제1동,한식,고기 많아요,도담순대국 성수본점,2.0
MA0101202212A0079396,포켓볼,성수1가제2동,한식,포켓볼도 있고 다트도 있고 놀기 최적화였어요,케이지드,9.0
MA0101202212A0079396,맛있는,성수1가제2동,한식,블러디 메리 맛있어요! ㅎㅎ분위기 좋아요. 당구대 있어서 좋았어요.,케이지드,3.0
MA0101202212A0079396,음악,성수1가제2동,한식,서울숲에 없던 신나는 분위기가 너무 조아여! 떡볶이랑 오뎅도 엄청 맛있네요!! 음악도 좋고 재밌게 놀다가요오~~~,케이지드,2.0
MA010120220803776964,푸석한 빵,성수1가제1동,패스트푸드,제가먹은 도미노 피자중에 최악이였습니다 토핑도 적고 소스도 부족하고 빵도 푸석했어요. 저가피자보다 별로였어요,도미노피자 서울숲점,1.0
MA0101202212A0079396,친구,성수1가제2동,한식,다트랑 포켓볼들 놀거리가 많아서 좋았어요 매장이 넓고 분위기가 좋아서 친구들이랑 파티하기에도 좋을 가같아요 안주가격이 좋아서 성수에서 2차로 가기 좋아요,케이지드,2.0
MA0101202212A0079396,친절한,성수1가제2동,한식,새로생긴 곳인데 많은 분들이 방문해주셨으면 해요!! 사장님도 친절하시고 칵테일도 맛있어용ㅎㅎ 무엇보다 포켓볼을 무료로 할 수 있어서 더 좋았습니다,케이지드,2.0
MA010120220809675443,식사 하기 좋은,성수1가제1동,서양식,벌써 3번째 방문입니다! 갈 때마다 친절하게 응대해주셔서 기분 좋게 식사했어요,도쎄멕시칸,2.0
MA0101202212A0079396,안주,성수1가제2동,한식,우연히 들어온 곳인데 너무너무 분위기도 좋고 사장님도 친절하셨어요!! 안주도 저렴하고 맛있었구용  재방문의사 100%입니둥 !!,케이지드,2.0
MA0101202212A0079396,분위기,성수1가제2동,한식,지나가다 신상펍이여서 들렸는데  분위기가 좋아서 신나게 즐기다 갑니다,케이지드,2.0
MA0101202212A0079396,맥주,성수1가제2동,한식,힙하다 힙해..! 성수동 느낌 물씬나는 곳!  맥주 1+1 쿠폰을 아뜰리에 근처에서 발견해서 노동주 한잔하려 들어왔다가 반하고 갑니다! ㅋㅋㅋㅋ블러디메리 맛집이여~다음엔 친구들과 같이올게요! 대박기원,케이지드,2.0
MA010120220813026929,맛있는,성수1가제2동,카페,맛있어요~  종류별로 먹었는데 담에 또 먹고싶은 맛이네요!,케슬리 본점,16.0
MA010120220813026929,샌드위치,성수1가제2동,카페,뚝섬역 샌드위치는 케슬리가 짱인 것 같아요 :),케슬리 본점,9.0
MA010120220813026929,맛있는 샌드위치,성수1가제2동,카페,샌드위치 맛있어요,케슬리 본점,5.0
MA010120220813026929,계란,성수1가제2동,카페,샌드위치 정말 맛있어요!!!! 계란사라다 그 샌드위치 먹고 반했어요. 모양도 너무 예쁘고 포장지도 예쁘고 포장 정갈하니 기분 좋은 식사였어요.,케슬리 본점,3.0
MA010120220813026929,애플 샌드위치,성수1가제2동,카페,햄 뺀 애플 샌드위치. 맛있어요. 가게가 잘 됐으면 좋겠어요,케슬리 본점,3.0
MA010120220813026929,애플,성수1가제2동,카페,햄 뺀 애플 샌드위치. 맛있어요. 가게가 잘 됐으면 좋겠어요,케슬리 본점,3.0
MA010120220813026929,포장,성수1가제2동,카페,샌드위치 정말 맛있어요!!!! 계란사라다 그 샌드위치 먹고 반했어요. 모양도 너무 예쁘고 포장지도 예쁘고 포장 정갈하니 기분 좋은 식사였어요.,케슬리 본점,2.0
MA010120220813026929,친절한,성수1가제2동,카페,가성비가 좋고 친절하십니다,케슬리 본점,2.0
MA010120220813026929,비싼,성수1가제2동,카페,"샌드위치를 자주 사먹는 편이 아니라 시세를 잘 몰랐어요. 메뉴들이 좀 비싼 편이 아닌가 생각했는데 저희 동네랑 비교해보니 오히려 싼 편이더라고요. 정성껏 손질된 재료들, 다양한 구성…그리고 일찍부터 열어서 아침식사하러 들르기 좋아요. 자주 들르고 싶어요. 힙하지는 않지만 정성있는 곳. 제가 생각하기에 유일한 단점이자 크리티컬한 점이 있는데,, 빵을 굽거나 적어도 밀어서 누르기라도 하면 어떨까 싶습니다. 생빵은 좀 먹기 힘들어요. 맛도 맛이지만 기능적인 면에서… 텐션과 밀도가 없어서 빵빵한 재료들이 흐르기 쉽습니다.",케슬리 본점,2.0
MA010120220813026929,배민,성수1가제2동,카페,엄청 친절하시구 두 손바닥 사이즈 포장 용기인데 가득 양 꾹꾹 담아서 주셨어요  양상추 신선한거 보이시나욧ㅋㅋㅋ  저는 매장에서 주문했는데 배민1 배달원 많은거 보니 단체로도 많이 하나봐윰ㅋㅋ 자주 애용할듯요,케슬리 본점,1.0
MA010120220813028979,가성비,성수2가제3동,카페,가성비구ㅛ,컴포즈커피 화양사거리점,30.0
MA010120220813028979,맛있는,성수2가제3동,카페,맛있게잘먹었습니다,컴포즈커피 화양사거리점,28.0
MA010120220813028979,커피,성수2가제3동,카페,항상 먹는 더치커피루 맛나요,컴포즈커피 화양사거리점,16.0
MA010120220813028979,친절한,성수2가제3동,카페,조용한편이라 좋인요^^ 친절하심니다.,컴포즈커피 화양사거리점,15.0
MA010120220813028979,가성비 좋은,성수2가제3동,카페,아이스아메리카노 1500원 가성비 좋아요,컴포즈커피 화양사거리점,13.0
MA010120220813028979,라떼,성수2가제3동,카페,항상 먹는 더치라떼,컴포즈커피 화양사거리점,8.0
MA010120220813028979,저렴한,성수2가제3동,카페,저렴한것 치고 커피맛도 좋아요,컴포즈커피 화양사거리점,5.0
MA010120220813028979,맛있는 커피,성수2가제3동,카페,"가성비 좋고 커피 맛 괜찮고, 와플 맛있어요",컴포즈커피 화양사거리점,4.0
MA010120220813028979,음료,성수2가제3동,카페,음료 빠르고 맛나요,컴포즈커피 화양사거리점,3.0
MA010120220813028979,와플,성수2가제3동,카페,와플이 존맛이네요,컴포즈커피 화양사거리점,3.0
MA010120220808457362,커피,성수1가제2동,카페,매일 마시는 커피! 탄맛안나고 좋아요,컴포즈커피 성수점,6.0
MA010120220808457362,가성비,성수1가제2동,카페,가성비 굿,컴포즈커피 성수점,6.0
MA010120220808457362,맛있는,성수1가제2동,카페,라떼 맛있어요,컴포즈커피 성수점,5.0
MA010120220808457362,친절한,성수1가제2동,카페,굿굿~ 남자 사장님 친절하세요,컴포즈커피 성수점,5.0
MA010120220808457362,가성비 좋은,성수1가제2동,카페,가성비 좋아요~,컴포즈커피 성수점,2.0
MA010120220803767414,대화하기 좋은,성수2가제1동,카페,직원들과 대화하기 좋아요. 단 점심시간대에는 손님이 많아서 자리가 없다는게 단점이에요,도토루커피os,3.0
MA010120220808457362,저렴한,성수1가제2동,카페,가격도 저렴한데 양도 많고 맛있어요,컴포즈커피 성수점,2.0
MA010120220812643459,기운 없을 때 가는,성수2가제1동,한식,기운없을 때 가요,도토리편백집 이마트성수점,
MA010120220808457362,김,성수1가제2동,카페,여기 오전타임에 계시는 여자분 매우 불친절합니다 갈때마다 매번 불친절하네요 바쁜 거 알겠고 힘든거 이해합니다 그런데 어떻게 매번 불친절할 수가 있나요 주문 잘못들어간 남은 커피 냉장고에 보관해두었던 건지 주문 넣자마자 뚜껑에 김서린 커피가 1초만에 나오던 것도 컴플레인 안 걸고 그냥 마셨습니다 1500원짜리 마시면서 뭘 바라겠냐 생각했어요 그런데 이제는 기분이 나빠서 도저히 안되겠네요 제가 과한 친절을 바란 것도 아니고 조용히 커피만 사서 나오는데 왜이리 불쾌한 걸까요 이 리뷰 보실지 모르겠지만 다시는 재방문 할 의사도 없고요 점주님께서는 직원 교육 올바르게 시켜주시기 바랍니다,컴포즈커피 성수점,1.0
MA010120220812643459,가성비 나쁜,성수2가제1동,한식,우연히 들려서 먹었는데 가성비 진짜 좋아요~,도토리편백집 이마트성수점,2.0
MA010120220809329231,커피,성수1가제2동,카페,마누라 여기까지 원정기서 커피먹는겨,컴오프,47.0
MA010120220809329231,맛있는,성수1가제2동,카페,카페모카 맛있네요,컴오프,39.0
MA010120220809329231,맛있는 커피,성수1가제2동,카페,커피가 맛있어요 ㅎㅎ,컴오프,16.0
MA010120220809329231,라떼,성수1가제2동,카페,라떼가 연하네요,컴오프,12.0
MA010120220809329231,디저트,성수1가제2동,카페,디저트가 달달구리해요 계피맛이 계속나요,컴오프,8.0
MA010120220809329231,분위기,성수1가제2동,카페,분위기 좋았어요,컴오프,7.0
MA010120220809329231,음료,성수1가제2동,카페,음료 굿,컴오프,7.0
MA010120220809329231,파이,성수1가제2동,카페,건강한 맛 펌킹파이 바닐라빈은 많이 달아요,컴오프,5.0
MA010120220809329231,친절한,성수1가제2동,카페,친절하고 좋아용:),컴오프,4.0
MA010120220809329231,인테리어,성수1가제2동,카페,인테리어가 멋있고 커피도 맛있어요 가격대는 높은 편이에요,컴오프,4.0
MA010120220808008733,맛있는,성수2가제3동,카페,맛있어요,커피코코,8.0
MA010120220808008733,베이글,성수2가제3동,카페,베이글 맛나요,커피코코,3.0
MA010120220803747581,많은 고기,성수2가제1동,한식,정겨운 고기집같은 분위기입니다 사람이 많을땐 대화가 조금 어렵지만 고기양도 많고 맛있었습니다,돈앤돈 성수점,2.0
MA010120220808008733,가성비,성수2가제3동,카페,가성비 짱,커피코코,3.0
MA010120220808008733,커피,성수2가제3동,카페,점심 먹고 항상 들리는곳! 사장님이 매번 친절하게 대해주시고 메뉴에 대해 설명도 잘해주신다! 근처에 회사가 많아 다들 많이 찾는곳! 대화하기 좋고 베이커리도 맛있다! 커피에 진심임 인정! 쾅꽝쾅!,커피코코,2.0
MA010120220808008733,맛집,성수2가제3동,카페,성수 아메리카노 맛집!!,커피코코,1.0
MA010120220808110529,싱거운,성수2가제3동,중식,싱겁다 못해 아무 맛도 느껴지지 않아요 옛날엔 이러지 않았는데,동강,2.0
MA010120220808008733,친절한,성수2가제3동,카페,가성비가좋고친절해요,커피코코,1.0
MA010120220808008733,좁은,성수2가제3동,카페,매장 좁지않고 커피가격도 저렴해서 좋아요!!,커피코코,1.0
MA010120220808110529,깨끗한 음식,성수2가제3동,중식,식당이 너무 더러워요 충격적 ㅜㅜ 음식은 깨끗하게 만드는것인지 의문이 듭니다,동강,1.0
MA010120220803088561,가성비,성수1가제2동,카페,가성비갑,커피온리 뚝섬역점,23.0
MA010120220803088561,커피,성수1가제2동,카페,많은 커피숍이 있지만 900원이란 가격에 비해 맛과 향이 좋아요,커피온리 뚝섬역점,10.0
MA010120220803088561,가성비 좋은,성수1가제2동,카페,가성비 커피 좋아요,커피온리 뚝섬역점,7.0
MA010120220803088561,맛있는,성수1가제2동,카페,친절하고 음료가 맛있어요,커피온리 뚝섬역점,6.0
MA010120220803088561,음료,성수1가제2동,카페,직장인들의 생명수인 아메리카노를 사기 위해 아침마다 들르는 곳 입니다.   아메리카노가 무려 900원이라니 남는 게 있을까 싶어 미안한 마음에 다음에는 다른 음료 주문하려구요 :D,커피온리 뚝섬역점,4.0
MA010120220809215832,깨끗한,성수2가제3동,분식,무뼈닭발 맛있고 포장 깔끔해요~!,동대문엽기떡볶이 성수점,3.0
MA010120220803088561,가성비 커피,성수1가제2동,카페,가성비 커피 좋아요,커피온리 뚝섬역점,2.0
MA010120220803088561,저렴한,성수1가제2동,카페,맛있는 커피.. 저렴한 가격.. 직장인들에겐 최고의 선택입니다. 커피 맛나요~,커피온리 뚝섬역점,2.0
MA010120220809215832,매운,성수2가제3동,분식,언제 먹어도 맛난 엽떡 여기 착한맛 맵찔이도 먹기 조아용 미리 전화주문 하고 갔더니 시간 많이 단축됐어요~ 가게도 깔끔하고 좋은것 같아요 !!,동대문엽기떡볶이 성수점,2.0
MA010120220803728696,맛있는,성수2가제3동,한식,삼겹살도 맛있고 특히나 저 부추비빔밥 진짜 맛있어요~~,돼지네생삼겹살,3.0
MA010120220813003204,커피,성수1가제2동,카페,디저트는 굿 커피는 아쉽,커피식탁,15.0
MA010120220813003204,맛있는,성수1가제2동,카페,내부는 좁긴한데 ~  생화로 이뿌게 진열해두시는 세심함이 있으신 사장님 시그니처 메뉴 맛있오요,커피식탁,9.0
MA010120220813003204,케이크,성수1가제2동,카페,생각보다 작은 가게입니다. 꾸덕한 케이크 먹고싶어서 방문했어요. 제가 픽한 케이크는 녹차초코였어요.위에 크림이 폭신하게 올라가 있어서 맛있어요. 아이스아메리카노는 평범했어요. 양은 많지만 찐한듯 아닌듯 깊은 맛은 없었던 것 같아요,커피식탁,6.0
MA010120220813003204,친절한,성수1가제2동,카페,"사장님 정말 친절하시고, 자주 이용하는 카페입니다. 갈때마다 꽃이 바뀌고 힐링됩니다^^",커피식탁,5.0
MA010120220813003204,와인,성수1가제2동,카페,뚝섬에 분위기 좋은 와인집 생겨서 좋네요  갠적으로 아지트로 만들고 싶은 곳이예요~~,커피식탁,3.0
MA010120220813003204,예쁜,성수1가제2동,카페,카페 조용하고 예뻐요!그리고 턴테이블이 있어서 LP음악 들을 수 있어서 좋았어요!그리고 사장님도 정말 친절하세요,커피식탁,3.0
MA010120220803728696,삼겹살,성수2가제3동,한식,점심 삼겹살 맛있게 먹고 갑니다.,돼지네생삼겹살,2.0
MA010120220813003204,친절한 사장님,성수1가제2동,카페,커피가 친절하고 사장님이 맛있어요!,커피식탁,2.0
MA010120220813003204,맛집,성수1가제2동,카페,회사와 제휴된 커피맛집,커피식탁,2.0
MA010120220813003204,맛있는 커피,성수1가제2동,카페,커피가 맛있어요.,커피식탁,2.0
MA010120220813948186,맛있는,성수2가제3동,카페,맛있어요!! 매장도 깔끔,커피식구 성수센터,19.0
MA010120220813948186,커피,성수2가제3동,카페,성수동에 커피 사러 갔다가,커피식구 성수센터,13.0
MA010120220813948186,음료,성수2가제3동,카페,인테리어 멋지고 음료도 맛잇어요 5시까지,커피식구 성수센터,7.0
MA010120220813948186,깨끗한,성수2가제3동,카페,매장도 넓고 깨끗해요~! 평일 낮시간에 여유롭고 조용해요!,커피식구 성수센터,7.0
MA010120220813948186,라떼,성수2가제3동,카페,부드러운 라떼와 고소한 맛을 동시에 즐기게 해주는 곳 :),커피식구 성수센터,6.0
MA010120220813948186,친절한,성수2가제3동,카페,친절해요,커피식구 성수센터,4.0
MA010120220813948186,맛있는 커피,성수2가제3동,카페,커피 맛있어요.,커피식구 성수센터,4.0
MA010120220813948186,맛집,성수2가제3동,카페,성수쪽 커피와 음료가 맛있는 몇안되는 맛집중 하나입니다 :),커피식구 성수센터,3.0
MA010120220813948186,모던한,성수2가제3동,카페,모던한 분위기가 좋았어요,커피식구 성수센터,2.0
MA010120220813948186,쑥,성수2가제3동,카페,쑥라떼 완전 추천해요,커피식구 성수센터,2.0
MA010120220812016281,커피,성수1가제1동,카페,커피가 맛없어요ㅠㅠ,커피스미스,12.0
MA010120220812016281,맛있는,성수1가제1동,카페,그냥 무난한맛.. 맛있지도 않고 맛없지도 않은 평범한 아메리카노였어요,커피스미스,9.0
