업종,가게명,상가업소번호,점수,리뷰증가율,재방문,좋아요,찜,주소,행정동,위도,경도,긍정 리뷰 비율,리뷰수,wordcloud,barchart,photo,
서양식,이태리마담 신촌점,MA010120220813949933,0,0,0,0,0,서울특별시 서대문구 연세로2마길 30,신촌동,37.558513,126.94222,66.7,3,https://public.tableau.com/shared/BTR74GX8K?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/W9J6C42P3?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20210420_145/1618889732206r2m5R_JPEG/D_GBr4peKUGJX_hBw82Yy_mo.jpeg.jpg,
서양식,부엉이돈가스 신촌점,MA010120220812685758,4,-0.35,0,273,0,서울특별시 서대문구 연세로4길 62,신촌동,37.5585,126.939757,88.2,17,https://public.tableau.com/shared/9JKMS55GJ?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/Y6GKNDTR4?:display_count=n&:origin=viz_share_link,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180120_117%2F1516376335884puHdg_JPEG%2F12.%25BD%25BA%25C6%25C4%25C0%25CC%25BD%25C3%25B5%25B7%25B0%25A1%25BD%25BA%25281280x971%2529.jpg,
서양식,오늘와인한잔 연대가든점,MA010120220804319254,0,-0.69,0,0,0,서울특별시 서대문구 연세로4길 30,신촌동,37.557503,126.938481,100,4,https://public.tableau.com/shared/D8PBJJKHW?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/C4XRTG8B7?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20220711_69/16575032618900aUrb_JPEG/%BF%AC%B4%EB%B0%A1%B5%E7%C1%A1_%2814%29.jpg,
서양식,연남토마 성수점,MA010120220812304908,0,-0.14,4.44,0,0,서울특별시 성동구 서울숲4길 16-20,성수1가제2동,37.547041,127.042303,94.2,86,https://public.tableau.com/shared/98H7QG7DF?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/22KXM9XGG?:display_count=n&:origin=viz_share_link,"https://mp-seoul-image-production-s3.mangoplate.com/387677_1670732196549606.jpg?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",
서양식,만학,MA010120220811808670,0,-0.4,10.2,0,0,서울특별시 성동구 서울숲4길 26-24,성수1가제2동,37.546617,127.043289,95.7,47,https://public.tableau.com/shared/RTXW5M9PZ?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/KJ68GWK3Z?:display_count=n&:origin=viz_share_link,http://tong.visitkorea.or.kr/cms/resource/59/2895259_image2_1.jpg,
서양식,아울림,MA010120220810152964,0,-0.1,8.11,0,0,서울특별시 성동구 서울숲4길 26,성수1가제2동,37.546985,127.043698,97.3,37,https://public.tableau.com/shared/WQ2WQZCJG?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/223W5QKF2?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20210820_21/1629442142764z0t7w_JPEG/5YHpuL5sq-MWGAj5fdrrJ7cs.jpg,
서양식,부우이,MA010120220810421251,0,-0.24,7.14,0,0,서울특별시 성동구 서울숲2길 16-12,성수1가제2동,37.546969,127.040157,95.2,42,https://public.tableau.com/shared/7T88H3KQ4?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/B5PCRDXGK?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20230518_15/1684399984383IepI9_JPEG/KakaoTalk_20230303_152843259_07.jpg,
서양식,유어네이키드치즈,MA010120220806592911,4.4,-0.26,4.44,0,870,서울특별시 성동구 왕십리로10길 6,성수1가제2동,37.546683,127.04531,95.7,23,https://public.tableau.com/shared/XX2PDGGRQ?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/97RGFFR8C?:display_count=n&:origin=viz_share_link,https://modo-phinf.pstatic.net/20220718_183/165811969702259gQG_JPEG/mosaDmaxFK.jpeg,
서양식,다로베,MA010120220806483694,4.4,-0.36,4.76,0,7969,서울특별시 성동구 왕십리로11길 7,성수1가제2동,37.548522,127.043391,95.7,23,https://public.tableau.com/shared/H9ZDSJY4Q?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/QMB893CWH?:display_count=n&:origin=viz_share_link,https://d2uja84sd90jmv.cloudfront.net/posts/vNOCpYiJCbG2Rl4coLcYaQ/m.jpg,
서양식,성수스타우트,MA010120220812725259,0,0,0,0,0,서울특별시 성동구 왕십리로5길 12-1,성수1가제2동,37.547006,127.044326,100,3,https://public.tableau.com/shared/ZB3F8F936?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/CFZ29R449?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20160601_242/1464744369969BcTDl_JPEG/176551505628055_6.jpeg,
서양식,코시나,MA010120220813633314,0,-0.67,0,0,0,서울특별시 성동구 성수일로11길 8,성수1가제2동,37.549101,127.050677,66.7,3,https://public.tableau.com/shared/8353ZZTRB?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/J9SXMDBMJ?:display_count=n&:origin=viz_share_link,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170303_231%2F1488546257624UeHUF_JPEG%2F186253623436895_0.jpeg,
서양식,엘몰리노,MA010120220809586697,4,-0.52,10.53,0,407,서울특별시 성동구 서울숲2길 19-18,성수1가제2동,37.547431,127.041167,90.9,11,https://public.tableau.com/shared/9KR6Q2TRQ?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/8R2J42KKN?:display_count=n&:origin=viz_share_link,"https://mp-seoul-image-production-s3.mangoplate.com/61216_1646535784348767.jpg?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",
서양식,에그 앤드 스푼레이스,MA010120220814377754,0,-0.69,0,0,0,서울특별시 서대문구 이화여대길 26,신촌동,37.55799,126.946035,100,4,https://public.tableau.com/shared/54734RFM2?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/B2G8F9MSZ?:display_count=n&:origin=viz_share_link,"https://mp-seoul-image-production-s3.mangoplate.com/47396/7kuzx5xcchgdwy.jpg?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",
서양식,써니브레드,MA010120220813970242,0,-0.39,6.67,0,0,서울특별시 성동구 서울숲2길 24-8,성수1가제2동,37.54682,127.041038,85.7,14,https://public.tableau.com/shared/JXWWWBJYF?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/65ZXJGJX4?:display_count=n&:origin=viz_share_link,https://search.pstatic.net/common/?src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA1MjlfMjk0%2FMDAxNjg1MzM1NjQwMjU5.t3r5ti7-FgqIFPAiT75yQZeEyh7VNPU_WR_SC3az2Wog.ay5UaU1HqDun5ulIeTAOxDO2BEnddHtBAqzIvsMgxw4g.JPEG%2FIMG_3047.jpeg,
일식,계동만담,MA010120220810887507,0,-0.12,21.43,0,0,서울특별시 종로구 계동길 50,가회동,37.579514,126.986848,100,14,https://public.tableau.com/shared/3C8GZ7MY6?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/HQQ6DMG5J?:display_count=n&:origin=viz_share_link,https://d2uja84sd90jmv.cloudfront.net/posts/tv42o8QIRfP4CxjmXuTIxg/m.jpg,
일식,일월카츠,MA010120220803570465,4.7,-0.21,3.23,0,898,서울특별시 종로구 계동길 17,가회동,37.5781,126.986589,98.4,62,https://public.tableau.com/shared/MTH69RRJC?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/5JZGHGQH9?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20220130_270/1643550883699VewMA_JPEG/ACBA7E6A-E7CD-4FF9-8827-38E5DF7A6C07.jpeg,
일식,진작카키,MA010120220810377480,4.1,0.7,3.89,4,80,서울특별시 종로구 창덕궁1길 38,가회동,37.579492,126.98712,96.7,180,https://public.tableau.com/shared/ZTTR6SMDG?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/G772YPBP6?:display_count=n&:origin=viz_share_link,https://d2uja84sd90jmv.cloudfront.net/posts/vXDWSff0BUmrqELlG1bVfw/m.jpg,
일식,아비꼬 안국역점,MA010120220810042383,0,-0.21,10,0,0,서울특별시 종로구 북촌로 2,가회동,37.57724,126.98617,96.7,30,https://public.tableau.com/shared/NJTCBHYYQ?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/PGM28S8D8?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20190508_153/15573109648771unno_JPEG/5r5rjoL3HzX9EXlneQ-dR4kU.jpg,
일식,아키,MA010120220808224171,0,-0.22,14.29,0,0,서울특별시 종로구 창덕궁1길 42,가회동,37.579442,126.986916,92.9,14,https://public.tableau.com/shared/3W7CZCW7K?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/Q3Y5YT7Z4?:display_count=n&:origin=viz_share_link,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210808_181%2F1628418473713eA6Cr_JPEG%2FaqYDCrG_bbb22ylWfZhwkb3F.jpg,
일식,아키,MA010120220804245072,0,-0.4,33.33,0,0,서울특별시 서대문구 성산로 531,신촌동,37.563948,126.944503,100,3,https://public.tableau.com/shared/WQXTQTGQP?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/B4S77TQY4?:display_count=n&:origin=viz_share_link,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_216%2F1440994574077bXdoE_JPEG%2F146165585566981_0.jpeg,
일식,북촌스토리,MA010120220800036622,0,-0.58,0,0,0,서울특별시 종로구 북촌로4길 27,가회동,37.579458,126.986616,80,5,https://public.tableau.com/shared/JS5PRN48S?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/ZXS399WCN?:display_count=n&:origin=viz_share_link,"https://mp-seoul-image-production-s3.mangoplate.com/259278/770634_1521696951437_14494?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",
일식,유즈라멘안국점,MA010120220809757907,4.4,-0.5,0,26,917,서울특별시 종로구 북촌로2길 14,가회동,37.577812,126.98651,66.7,3,https://public.tableau.com/shared/WKNKSYN66?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/NYC6HNMFH?:display_count=n&:origin=viz_share_link,https://d2uja84sd90jmv.cloudfront.net/posts/2TfFhtMJr8Vl0Q9IDLM3Gg/m.jpg,
일식,키즈나,MA010120220808087786,4.5,-0.17,20,0,1071,서울특별시 종로구 율곡로1길 78,삼청동,37.578811,126.981626,100,10,https://public.tableau.com/shared/2WNZ89SPS?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/X6MMWCYNP?:display_count=n&:origin=viz_share_link,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191201_116%2F1575203575558XUyJX_JPEG%2FTFB12n1bSQcLZ0T993u0v5Sv.jpg,
일식,삼방매,1110,3.9,5.67,9.38,0,1412,서울특별시 종로구 율곡로5길 3-11,삼청동,37.576579,126.984655,96.9,160,https://public.tableau.com/shared/5BQBWRW8H?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/95KSGGCNZ?:display_count=n&:origin=viz_share_link,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230111_94%2F16733969101561AN2N_JPEG%2FScreenshot_20230110_232603_Naver_Blog.jpg,
일식,돈우마미,MA010120220800593680,0,-0.24,40,0,0,서울특별시 서대문구 연세로5길 38,신촌동,37.556367,126.935366,100,60,https://public.tableau.com/shared/4G5FBJ5NG?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/JQJKSM34Y?:display_count=n&:origin=viz_share_link,https://d2uja84sd90jmv.cloudfront.net/posts/X-Vgrz5hp1dm_JHT-Baaqg/m.jpg,
일식,인타코타코야끼&캔카페,MA010120220811657813,0,-0.38,31.11,0,0,서울특별시 서대문구 연세로5길 32,신촌동,37.556367,126.935366,100,45,https://public.tableau.com/shared/78P7JJDDC?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/CPZP72N89?:display_count=n&:origin=viz_share_link,https://d2uja84sd90jmv.cloudfront.net/posts/yqES2Lq2v-gp90RX5XmrqA/m.jpg,
일식,여우골초밥 신촌점,MA010120220800595698,3.8,0.06,10.81,45,2529,서울특별시 서대문구 연세로5다길 10,신촌동,37.556513,126.934989,100,37,https://public.tableau.com/shared/NYYQXGRJZ?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/RGZ9H4MNB?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20160602_236/1464870297966SNJMj_JPEG/31253999_11.jpg,
일식,유소바,MA010120220812303375,0,-0.53,8.57,0,0,서울특별시 서대문구 이화여대2길 4,신촌동,37.557255,126.94616,100,35,https://public.tableau.com/shared/SS6MK9PDH?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/75HQ3S6KJ?:display_count=n&:origin=viz_share_link,https://d2uja84sd90jmv.cloudfront.net/posts/gqzRQef48PZ1eCBFp7ys-Q/m.jpg,
일식,해누리,MA010120220806854709,0,0.38,0,0,0,서울특별시 서대문구 연세로5다길 28-4,신촌동,37.556844,126.934198,100,33,https://public.tableau.com/shared/4F8WKP7SP?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/87279JHRY?:display_count=n&:origin=viz_share_link,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230209_82%2F1675925052534BRFGX_JPEG%2F20230207_192428.jpg,
일식,아소비바,MA010120220803867640,0,1.21,6.45,0,0,서울특별시 서대문구 연세로11길 27,신촌동,37.558876,126.935297,100,31,https://public.tableau.com/shared/FSNQ5XSYR?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/TGCSP3YKR?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20220616_33/1655348812541nL37K_JPEG/AF258D70-BDFA-47C1-B262-B5D68821B6D9.jpeg,
일식,이국장,MA010120220812069328,0,-0.11,4,0,0,서울특별시 서대문구 연세로4길 36,신촌동,37.557709,126.938671,100,25,https://public.tableau.com/shared/KR48GJXYN?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/JKBYH9SBG?:display_count=n&:origin=viz_share_link,"https://mp-seoul-image-production-s3.mangoplate.com/848311_1669818860363828.jpg?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",
일식,유야케도쿄,MA010120220811498089,4.4,-0.48,36.36,14,0,서울특별시 서대문구 이화여대3길 28,신촌동,37.558113,126.944097,100,22,https://public.tableau.com/shared/SW47P4S37?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/P8KWWHC5R?:display_count=n&:origin=viz_share_link,https://d2uja84sd90jmv.cloudfront.net/posts/QvytXx8Z_UhWvlUplxMkfA/m.jpg,
일식,무사시,MA010120220800578917,0,0.11,42.86,0,0,서울특별시 서대문구 신촌로 125,신촌동,37.556308,126.939762,100,21,https://public.tableau.com/shared/5PTF8RFWB?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/XHGG2X9BD?:display_count=n&:origin=viz_share_link,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200331_240%2F1585640866044Lv68p_JPEG%2FL6exf9k5CC-ybVPg66TXfmNT.jpg,
일식,파파노다이닝,MA010120220803097672,3.5,-0.17,25,253,0,서울특별시 서대문구 이화여대길 88-14,신촌동,37.559417,126.944122,100,20,https://public.tableau.com/shared/MFZDJXNQQ?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/TMDCWB762?:display_count=n&:origin=viz_share_link,"https://mp-seoul-image-production-s3.mangoplate.com/1439765_1661150635802653.jpg?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",
일식,다다,MA010120220800567582,0,-0.22,44.44,0,0,서울특별시 서대문구 이화여대3길 10,신촌동,37.558077,126.945174,100,18,https://public.tableau.com/shared/8645MH8NQ?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/RH7NB6PG3?:display_count=n&:origin=viz_share_link,https://search.pstatic.net/common/?src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA1MTdfMzMg%2FMDAxNjg0Mjk3NjA3MTg5.kQlHEsvjZjjfjQ9akRrjkCBdwlJVlGTG55VlTu4xosog.KN3cgLeXP5ZuFmbrI3JH-PdzwNLifomecxw5WnegYHgg.JPEG%2FEBB72934-EC6A-4D19-8BFE-8831427D5D1A.jpeg,
일식,돈천동식당,MA010120220812400468,0,-0.7,44.44,0,0,서울특별시 서대문구 이화여대길 52-35,신촌동,37.559476,126.944974,100,18,https://public.tableau.com/shared/KZ9B3JGM7?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/PCHKQBTMY?:display_count=n&:origin=viz_share_link,https://d2uja84sd90jmv.cloudfront.net/posts/I4w8KW2ssCEaDlPpZDyezQ/m.jpg,
일식,교토우마이,MA010120220802898807,0,-0.62,0,0,0,서울특별시 서대문구 연세로5가길 19,신촌동,37.55719,126.935538,100,16,https://public.tableau.com/shared/RX9S2WRCD?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/3FJ425M5D?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20220901_35/1661991367555RokIo_JPEG/20220526_174705.jpg,
일식,신촌돈부리모노,MA010120220800589196,3.4,0.23,0,0,1745,서울특별시 서대문구 연세로4길 46,신촌동,37.557969,126.939017,100,16,https://public.tableau.com/shared/C3JHN7SY3?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/HYHY7NF6B?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20150831_29/1441013566059PwXLe_JPEG/166681516443230_23.jpg,
일식,안테이쿠,MA010120220812530321,4.6,-0.39,0,0,343,서울특별시 서대문구 연세로11길 22,신촌동,37.559017,126.935629,100,11,https://public.tableau.com/shared/SDKT3TP4X?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/MG7QNNHDQ?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20211023_256/1634982026014EVWED_JPEG/Xy50cItKqF6xqMX13pfcKeCv.jpeg.jpg,
일식,진돈부리,MA010120220804471322,4.3,0.22,36.36,0,244,서울특별시 서대문구 신촌로 149,신촌동,37.556954,126.94246,100,11,https://public.tableau.com/shared/GMJTYNPKD?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/8MDHQQ3RB?:display_count=n&:origin=viz_share_link,https://d2uja84sd90jmv.cloudfront.net/posts/O7gHUJsbQIfOl9j6JoOQEQ/m.jpg?updated=1681198403,
일식,카츠미,MA010120220803220643,3.5,-0.41,10,0,859,서울특별시 서대문구 연세로7안길 2,신촌동,37.557746,126.936477,100,10,https://public.tableau.com/shared/F7YMFM5H6?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/G8H37YGC9?:display_count=n&:origin=viz_share_link,"https://mp-seoul-image-production-s3.mangoplate.com/261892/57716_1647316086386_79871?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",
일식,요이스시,MA010120220800574359,3.6,0.12,0,0,1426,서울특별시 서대문구 연세로7안길 17,신촌동,37.558018,126.935868,100,9,https://public.tableau.com/shared/T6373XWHB?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/743RCB36S?:display_count=n&:origin=viz_share_link,"https://mp-seoul-image-production-s3.mangoplate.com/48018/870475_1667639173990_1000000908?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",
일식,소오밥집,MA010120220805382257,0,-0.4,44.44,0,0,서울특별시 서대문구 이화여대길 50-10,신촌동,37.559074,126.946286,100,9,https://public.tableau.com/shared/QFXWD8PNP?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/PS5XMH37J?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20220829_263/1661699916395NUOjN_JPEG/%C0%CF%BA%BB%BD%C4%C4%AB%B7%B9_03.jpg,
일식,라멘81번옥 신촌점,MA010120220808587209,0,-0.6,50,0,0,서울특별시 서대문구 신촌역로 16,신촌동,37.558062,126.943176,100,8,https://public.tableau.com/shared/8QP6FZ29W?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/TPM98CDK5?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20220817_20/1660723693196FWihc_JPEG/16607236775571301907607135627268.jpg,
일식,탄스이카부츠,MA010120220808095224,0,1,9.52,0,0,서울특별시 성동구 연무장5가길 26,성수2가제3동,37.543173,127.055418,100,62,https://public.tableau.com/shared/7BP5DKKZK?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/5Q6YNMGDP?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20220613_179/1655054540776i43qr_JPEG/22.jpg,
일식,춘하추우동,MA010120220810487010,4.3,-0.07,31.71,59,0,서울특별시 성동구 연무장3길 8-27,성수2가제3동,37.543817,127.051839,100,38,https://public.tableau.com/shared/HN8RJXWTY?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/N94G6MW45?:display_count=n&:origin=viz_share_link,https://d2uja84sd90jmv.cloudfront.net/posts/eV-MKvunb92aqzQR_Yfyfw/m.jpg,
일식,스시류블랙 성수낙낙점,MA010120220800893809,0,0.43,22.58,0,0,서울특별시 성동구 아차산로17길 48,성수2가제3동,37.546394,127.06589,100,30,https://public.tableau.com/shared/JG2BD684J?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/ZC6XY8P2Y?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20220628_149/1656422914518Wvm8D_JPEG/IMG_0740.jpg,
일식,신라다랑원 성수점,MA010120220805234197,0,-0.57,0,0,0,서울특별시 성동구 연무장9길 6,성수2가제3동,37.542839,127.055945,100,25,https://public.tableau.com/shared/GPD2BWM4T?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/GMT3DMMN8?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20220523_55/1653279913118I3MYK_PNG/%B4%D9%B6%FB%BF%F8%B8%F0%B5%D2%BD%BA%BD%C3%28%B3%D7%C0%CC%B9%F6%29.png,
일식,마루제면소,MA010120220813873857,0,-0.15,37.04,0,0,서울특별시 성동구 아차산로13길 37,성수2가제3동,37.546623,127.061908,100,23,https://public.tableau.com/shared/KBDSWCZWB?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/QWQ93ZHJ2?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20220130_133/16435458257778TizJ_JPEG/3F3285DC-1DA8-4729-A3BA-922273EC2552.jpeg,
일식,이키나리돈부리,MA010120220804578796,0,0.55,57.89,0,0,서울특별시 성동구 아차산로7길 36,성수2가제3동,37.548231,127.055637,100,17,https://public.tableau.com/shared/Y26SNNCTY?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/ZGXG3GQCS?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20201111_117/16050755546845I2Mh_JPEG/u72j1-wRgO-IVTwH-3RkhHkj.jpg,
일식,아카보시,MA010120220805521564,0,-0.07,0,0,0,서울특별시 성동구 아차산로7길 36,성수2가제3동,37.548231,127.055637,100,13,https://public.tableau.com/shared/NK7P6DJS7?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/8BDFH37HR?:display_count=n&:origin=viz_share_link,https://i.namu.wiki/i/z0ouDsZy52FXUv08pqHxxXnTfyhuCs2QCBUmVAbI72w4PvaE9F5Hm9VME6Nq5PuKzX1GeHryaMIU8NOwJH4JcA.webp,
일식,라성천사,MA010120220803775723,0,-0.56,36.36,0,0,서울특별시 성동구 광나루로6길 35,성수2가제3동,37.5468,127.063296,100,11,https://public.tableau.com/shared/YK8FYBRTB?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/R4G7ZB77X?:display_count=n&:origin=viz_share_link,https://modo-phinf.pstatic.net/20191222_178/1576994958230efeQA_PNG/mosaWKnN66.png,
일식,오키초밥,MA010120220810124229,0,0,14.29,0,0,서울특별시 성동구 아차산로13길 37,성수2가제3동,37.546623,127.061908,100,7,https://public.tableau.com/shared/GB3CM3RT5?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/3ZWRD3R26?:display_count=n&:origin=viz_share_link,https://d2uja84sd90jmv.cloudfront.net/posts/yppwpvufINzj-ZiGpHfMsQ/m.jpg,
일식,송강제면소,MA010120220806023404,0,-0.25,33.33,0,0,서울특별시 성동구 광나루로 320-1,성수2가제3동,37.547912,127.065413,100,6,https://public.tableau.com/shared/MQF3N3DXW?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/J95FHHDYQ?:display_count=n&:origin=viz_share_link,"https://mp-seoul-image-production-s3.mangoplate.com/331486/458314_1566200590396_12507?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",
일식,정참치,MA010120220801082700,0,0.5,0,0,0,서울특별시 성동구 성수일로8길 39,성수2가제3동,37.545778,127.0548,100,6,https://public.tableau.com/shared/TB4JNWNSN?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/YQXK5G6ST?:display_count=n&:origin=viz_share_link,https://img.siksinhot.com/place/1532627608872054.jpg,
일식,화양리우동집,MA010120220805392488,0,1,50,0,0,서울특별시 성동구 아차산로17길 48,성수2가제3동,37.546394,127.06589,100,4,https://public.tableau.com/shared/75Z7HR935?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/MZWYZKQ62?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20200219_290/158210796255800IMh_JPEG/G9_kLN8GacAYIGqaZ7qgGnSs.jpg,
일식,키보우 라멘,MA010120220805320756,0,0,33.33,0,0,서울특별시 성동구 광나루로6길 35,성수2가제3동,37.5468,127.063296,100,3,https://public.tableau.com/shared/WCMPF4J55?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/788C96SSS?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20190327_82/1553683387390m8UTv_JPEG/3i_5dHaQ6tdYWwuMTiv8QoDr.jpg,
일식,오마카세 오사이초밥 성수점,MA0101202301A0002226,0,0,4.41,0,0,서울특별시 성동구 연무장3길 9-14,성수2가제3동,37.544841,127.051567,99.5,204,https://public.tableau.com/shared/S32M6PZZ6?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/QPN4X4Q3B?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20230106_179/16729689136602qimp_JPEG/%B4%EB%C7%A5%B8%DE%B4%BA02_%BF%C0%BB%E7%C0%CC%C3%CA%B9%E4.jpg,
일식,후라토식당 성수점,MA010120220806706775,0,0.21,8.79,0,0,서울특별시 성동구 아차산로17길 48,성수2가제3동,37.546394,127.06589,98.9,91,https://public.tableau.com/shared/R9YFGTH6R?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/32C6WTB6C?:display_count=n&:origin=viz_share_link,https://ldb-phinf.pstatic.net/20210222_276/1613978300504KoRdh_PNG/%B1%D4%C4%AB%C3%F7.PNG,
일식,이오로비스트로,MA010120220812216822,4.2,-0.12,2.34,35,0,서울특별시 성동구 연무장5길 18,성수2가제3동,37.544589,127.053185,98.8,80,https://public.tableau.com/shared/6S7JQCPYN?:display_count=n&:origin=viz_share_link,https://public.tableau.com/shared/KFHS6WX73?:display_count=n&:origin=viz_share_link,https://mp-seoul-image-production-s3.mangoplate.com/431663/9239_1612850135986_44451,
