행정동,업종,키워드,갯수
가회동,카페,드물다,1
가회동,카페,들어가다,3
가회동,카페,디스,1
가회동,카페,디저트,7
가회동,카페,디지다,1
가회동,카페,딸기,1
가회동,카페,라니,1
가회동,카페,라떼,3
가회동,카페,라우,1
가회동,카페,라테,1
가회동,카페,랜,1
가회동,카페,레몬,2
가회동,카페,레터,1
가회동,카페,리다,1
가회동,카페,리필,1
가회동,카페,마카롱,1
가회동,카페,많다,9
가회동,카페,많이,1
가회동,카페,맛없다,1
가회동,카페,맛있는,45
가회동,카페,맛집,2
가회동,카페,매장,4
가회동,카페,머랭,1
가회동,카페,면,1
가회동,카페,모던,1
가회동,카페,무화과,1
가회동,카페,밀도,1
가회동,카페,밀리,1
가회동,카페,밀크,2
가회동,카페,바게트,1
가회동,카페,바나나,1
가회동,카페,바닐라,1
가회동,카페,밖,1
가회동,카페,버블티,1
가회동,카페,버터,1
가회동,카페,버터크림,1
가회동,카페,베이글,2
가회동,카페,보다도,1
가회동,카페,보이,1
가회동,카페,보임,1
가회동,카페,부드러운,1
가회동,카페,북촌,1
가회동,카페,분위기,16
가회동,카페,뷰,3
가회동,카페,브루,1
가회동,카페,비싸다,5
가회동,카페,빙수,1
가회동,카페,빵,4
가회동,카페,뻔,1
가회동,카페,사람,2
가회동,카페,사먹다,1
가회동,카페,사장,4
가회동,카페,산미,2
가회동,카페,상,1
가회동,카페,샌드위치,4
가회동,카페,샐러드,1
가회동,카페,생각,1
가회동,카페,서다,2
가회동,카페,설탕,1
가회동,카페,소금,2
가회동,카페,솔티드,1
가회동,카페,수제,1
가회동,카페,슈페,1
가회동,카페,스콘,5
가회동,카페,슬러쉬,1
가회동,카페,시드,1
가회동,카페,시원하다,2
가회동,카페,아꼬떼,1
가회동,카페,아쉬운,1
가회동,카페,아이리시,1
가회동,카페,안국,1
가회동,카페,알바,1
가회동,카페,애플파이,1
가회동,카페,야외,1
가회동,카페,약국,1
가회동,카페,얼그레이,3
가회동,카페,얼음,2
가회동,카페,에그타르트,1
가회동,카페,에스프레소,1
가회동,카페,연유,1
가회동,카페,예쁜,11
가회동,카페,예약,1
가회동,카페,오설록,1
가회동,카페,오션,1
가회동,카페,오후,1
가회동,카페,옥,5
가회동,카페,옥상,1
가회동,카페,올드해,1
가회동,카페,와플,1
가회동,카페,요거트,1
가회동,카페,우유,2
가회동,카페,울,1
가회동,카페,워,1
가회동,카페,원데이,1
가회동,카페,원두,2
가회동,카페,웨이팅,4
가회동,카페,위스키,1
가회동,카페,음료,7
가회동,카페,이기,1
가회동,카페,이드,1
가회동,카페,이라고,1
가회동,카페,이집,1
가회동,카페,인테리어,3
가회동,카페,자다,1
가회동,카페,자리,3
가회동,카페,자체,1
가회동,카페,작다,1
가회동,카페,잠봉,1
가회동,카페,잠봉뵈르,2
가회동,카페,장점,1
가회동,카페,저녁,1
가회동,카페,적다,1
가회동,카페,절대,1
가회동,카페,정감,1
가회동,카페,정성,1
가회동,카페,젤라또,2
가회동,카페,조용하다,4
가회동,카페,좁은,1
가회동,카페,종류,3
가회동,카페,종종,1
가회동,카페,좋다,42
가회동,카페,주문,5
가회동,카페,주스,1
가회동,카페,줄,1
가회동,카페,중,1
가회동,카페,진하다,1
가회동,카페,차,2
가회동,카페,차갑다,1
가회동,카페,차도,1
가회동,카페,차분하다,1
가회동,카페,참새,1
가회동,카페,창덕궁,1
가회동,카페,처,1
가회동,카페,청결하다,1
가회동,카페,초코,2
가회동,카페,초콜릿,1
가회동,카페,최고,1
가회동,카페,최신,1
가회동,카페,춘해,1
가회동,카페,치즈,2
가회동,카페,친절한,16
가회동,카페,카페,14
가회동,카페,칵테일,1
가회동,카페,커리,1
가회동,카페,커피,20
가회동,카페,케이크,4
가회동,카페,쿠키,3
가회동,카페,크기,2
가회동,카페,크루,1
가회동,카페,크루아상,1
가회동,카페,크림,1
가회동,카페,큰,2
가회동,카페,클래스,1
가회동,카페,타르트,1
가회동,카페,테이블,2
가회동,카페,티,6
가회동,카페,파,1
가회동,카페,파인애플,1
가회동,카페,팥빙수,3
가회동,카페,편한,1
가회동,카페,평일,1
가회동,카페,포스터,1
가회동,카페,포장,3
가회동,카페,품절,1
가회동,카페,풍경,1
가회동,카페,플래터,1
가회동,카페,피자,1
가회동,카페,픽업,1
가회동,카페,하프,1
가회동,카페,한가득,1
가회동,카페,한잔,1
가회동,카페,한적한,1
가회동,카페,한정,1
가회동,카페,할인,1
가회동,카페,합리적인,1
가회동,카페,햄,2
가회동,카페,향,1
가회동,카페,흑임자,1
가회동,패스트푸드,걸리다,1
가회동,패스트푸드,게리,1
가회동,패스트푸드,계동,1
가회동,패스트푸드,근처 라서,1
가회동,패스트푸드,근처 라서 가보다,1
가회동,패스트푸드,다운,1
가회동,패스트푸드,대기,1
가회동,패스트푸드,도우,1
가회동,패스트푸드,동네,1
가회동,패스트푸드,들리다,1
가회동,패스트푸드,들리다 만 한,1
가회동,패스트푸드,들어가다,1
가회동,패스트푸드,라서,1
가회동,패스트푸드,루꼴,1
가회동,패스트푸드,마다,1
가회동,패스트푸드,마르,1
가회동,패스트푸드,만 한,1
가회동,패스트푸드,많다,2
가회동,패스트푸드,맛있는,9
가회동,패스트푸드,맛있는 가보다,1
가회동,패스트푸드,맛집,2
가회동,패스트푸드,매장,1
가회동,패스트푸드,먹다 정도,1
가회동,패스트푸드,무난,1
가회동,패스트푸드,무난한 아니다 정도,1
가회동,패스트푸드,바삭한,1
가회동,패스트푸드,바삭한 치킨,1
가회동,패스트푸드,버거,2
가회동,패스트푸드,베이컨,2
가회동,패스트푸드,분위기,2
가회동,패스트푸드,붕어,1
가회동,패스트푸드,붕어빵,1
가회동,패스트푸드,빵,1
가회동,패스트푸드,사장,1
가회동,패스트푸드,새롭다,1
가회동,패스트푸드,새우,1
가회동,패스트푸드,샌드위치,1
가회동,패스트푸드,샐러드,3
가회동,패스트푸드,생각,2
가회동,패스트푸드,서다,1
가회동,패스트푸드,시금치,1
가회동,패스트푸드,신선한,2
가회동,패스트푸드,아보카도,1
가회동,패스트푸드,아아,1
가회동,패스트푸드,아이스크림,1
가회동,패스트푸드,안되다,1
가회동,패스트푸드,얇다,1
가회동,패스트푸드,양념,1
가회동,패스트푸드,옆,1
가회동,패스트푸드,예쁜,1
가회동,패스트푸드,와플,1
가회동,패스트푸드,웨이팅,1
가회동,패스트푸드,적다,1
가회동,패스트푸드,정도 아니다,1
가회동,패스트푸드,좋다,4
가회동,패스트푸드,줄,1
가회동,패스트푸드,지나가다,1
가회동,패스트푸드,직원,2
가회동,패스트푸드,찾아가다,1
가회동,패스트푸드,찾아가다 먹다,1
가회동,패스트푸드,최고,2
가회동,패스트푸드,추천,1
가회동,패스트푸드,치즈,1
가회동,패스트푸드,치킨,1
가회동,패스트푸드,친절한,2
가회동,패스트푸드,커피,1
가회동,패스트푸드,크림,1
가회동,패스트푸드,테이블,1
가회동,패스트푸드,튀김,1
가회동,패스트푸드,파스타,2
가회동,패스트푸드,페퍼로니,1
가회동,패스트푸드,프레첼,1
가회동,패스트푸드,프로슈토,1
가회동,패스트푸드,피자,4
가회동,패스트푸드,피클,1
가회동,패스트푸드,햄버거,1
가회동,패스트푸드,화덕,2
가회동,한식,가게,1
가회동,한식,가기,1
가회동,한식,가성,3
가회동,한식,가옥,1
가회동,한식,가지,1
가회동,한식,간장게장,1
가회동,한식,갈비탕,1
가회동,한식,감동,1
가회동,한식,감동 받다,1
가회동,한식,감동 받다 가다,1
가회동,한식,갑,1
가회동,한식,개,1
가회동,한식,건강한,2
가회동,한식,게장,1
가회동,한식,겨자,1
가회동,한식,계란말이,1
가회동,한식,고기,8
가회동,한식,고수,1
가회동,한식,곤드레,1
가회동,한식,곰탕,2
가회동,한식,곱,1
가회동,한식,괜찮다,1
가회동,한식,국물,3
가회동,한식,국밥,2
가회동,한식,국수,1
가회동,한식,굽다,1
가회동,한식,그나마,1
가회동,한식,그렇다,1
가회동,한식,근데,1
가회동,한식,기분,2
가회동,한식,김치,3
가회동,한식,김치찌개,1
가회동,한식,깔끔한,7
가회동,한식,깨끗한,1
가회동,한식,깻잎,1
가회동,한식,꼬치,1
가회동,한식,꽃밥,1
가회동,한식,낙지,1
가회동,한식,냉면,2
가회동,한식,너무나,1
가회동,한식,넉넉한,1
가회동,한식,넘다,2
가회동,한식,넣다,1
가회동,한식,눈데,1
가회동,한식,니,1
가회동,한식,다녀오다,1
가회동,한식,다양한,1
가회동,한식,다운,1
가회동,한식,다이닝,1
가회동,한식,달달,1
가회동,한식,담,1
가회동,한식,닷,1
가회동,한식,당연하다,1
가회동,한식,대학병원,1
가회동,한식,더,1
가회동,한식,더욱,1
가회동,한식,덮다,1
가회동,한식,도시락,1
가회동,한식,돌솥비빔밥,1
가회동,한식,동태,1
가회동,한식,동태 탕,1
가회동,한식,두다,1
가회동,한식,뒤쪽,1
가회동,한식,들깨,1
가회동,한식,들어가다,3
가회동,한식,디저트,1
가회동,한식,뚝배기,1
가회동,한식,레터,1
가회동,한식,룸,1
가회동,한식,리전,1
가회동,한식,리필,1
가회동,한식,막걸리,3
가회동,한식,막국수,1
가회동,한식,만두,2
가회동,한식,많다,6
가회동,한식,많이,3
가회동,한식,맛없다,1
가회동,한식,맛있는,41
가회동,한식,맛있는 볶음밥,1
가회동,한식,맛있는 서비스,1
가회동,한식,맛있는 신선한,1
가회동,한식,맛있는 전 다,1
가회동,한식,맛있는 좋다,1
가회동,한식,맛집,3
가회동,한식,매우,2
가회동,한식,매운,3
가회동,한식,매장,1
가회동,한식,메뉴인,1
가회동,한식,메밀,1
가회동,한식,메밀막국수,1
가회동,한식,메인,1
가회동,한식,면,2
가회동,한식,명,1
가회동,한식,목살,1
가회동,한식,무난,1
가회동,한식,묵은지,1
가회동,한식,미나,1
가회동,한식,바꾸다,1
가회동,한식,반찬,8
가회동,한식,밥,6
가회동,한식,배,1
가회동,한식,백반,1
가회동,한식,뱍반,1
가회동,한식,별도,1
가회동,한식,보리밥,1
가회동,한식,보쌈,2
가회동,한식,보약,1
가회동,한식,보통,1
가회동,한식,볶음,1
가회동,한식,볶음밥,5
가회동,한식,뵈다,1
가회동,한식,부대,1
가회동,한식,부대찌개,1
가회동,한식,부추,1
가회동,한식,분위기,2
가회동,한식,불고기,2
가회동,한식,뷰,1
가회동,한식,비빔국수,1
가회동,한식,비빔밥,2
가회동,한식,빼다,1
가회동,한식,사장,5
가회동,한식,삼겹살,2
가회동,한식,삼계탕,2
가회동,한식,삼이,1
가회동,한식,상승,1
가회동,한식,상황,1
가회동,한식,생각,2
가회동,한식,서다,1
가회동,한식,서비스,1
가회동,한식,서빙,1
가회동,한식,서울,1
가회동,한식,설명,1
가회동,한식,성게,1
가회동,한식,성하다,1
가회동,한식,소,1
가회동,한식,소 곱이랑,1
가회동,한식,소 곱이랑 목살,1
가회동,한식,손님,2
가회동,한식,솥밥,1
가회동,한식,수가,2
가회동,한식,수육,1
가회동,한식,순대,1
가회동,한식,쉬,1
가회동,한식,식사,3
가회동,한식,신선한,2
가회동,한식,신선한 목살,1
가회동,한식,쓰다,1
가회동,한식,씩,1
가회동,한식,아쉬운,2
가회동,한식,아이스크림,1
가회동,한식,안국,1
가회동,한식,안국역,1
가회동,한식,알,2
가회동,한식,애호박,1
가회동,한식,양념,1
가회동,한식,양도,1
가회동,한식,어쩔,1
가회동,한식,엄마,2
가회동,한식,연포탕,1
가회동,한식,예쁜,1
가회동,한식,오늘,1
가회동,한식,오징어,1
가회동,한식,온면,1
가회동,한식,와인,2
가회동,한식,용수산,1
가회동,한식,원조,1
가회동,한식,응대,1
가회동,한식,이해,1
가회동,한식,인삼,1
가회동,한식,일품,1
가회동,한식,자다,1
가회동,한식,작다,1
가회동,한식,장안,1
가회동,한식,재,3
가회동,한식,재료,1
가회동,한식,적다,2
가회동,한식,적당하다,1
가회동,한식,전,1
가회동,한식,전 다,1
가회동,한식,점심,1
가회동,한식,정갈하다,4
가회동,한식,제법,1
가회동,한식,제육,1
가회동,한식,조만간,1
가회동,한식,좋다,36
가회동,한식,좋아하다,1
가회동,한식,주다,2
가회동,한식,주말,1
가회동,한식,주문,2
가회동,한식,줄,1
가회동,한식,중간,1
가회동,한식,중국산,1
가회동,한식,즐겁다,1
가회동,한식,즐기다,1
가회동,한식,지다,2
가회동,한식,직원,3
가회동,한식,진국,1
가회동,한식,집밥,1
가회동,한식,짜지다,1
가회동,한식,쭈,1
가회동,한식,쭈꾸미,2
가회동,한식,찌개,1
가회동,한식,찜,1
가회동,한식,참고,1
가회동,한식,참기름,1
가회동,한식,창고,1
가회동,한식,창덕궁,1
가회동,한식,챙기다,1
가회동,한식,처럼,2
가회동,한식,청결,1
가회동,한식,최고,2
가회동,한식,최악,1
가회동,한식,추가,2
가회동,한식,추천,1
가회동,한식,친절,1
가회동,한식,친절한,21
가회동,한식,친환경,1
가회동,한식,칼,1
가회동,한식,칼국수,3
가회동,한식,테이블,1
가회동,한식,파스타,1
가회동,한식,포장,1
가회동,한식,한식,2
가회동,한식,한정식,1
가회동,한식,해물,1
가회동,한식,해물찜,2
가회동,한식,황칠,1
삼청동,동남아시아,맛있는,1
삼청동,동남아시아,분위기,1
삼청동,동남아시아,스테이크,1
삼청동,동남아시아,식사,1
삼청동,동남아시아,예약,1
삼청동,동남아시아,요리,1
삼청동,동남아시아,좋다,1
삼청동,동남아시아,친절한,1
삼청동,동남아시아,코스,1
삼청동,동남아시아,특별한,1
삼청동,분식,국수,1
삼청동,분식,그렇다,1
삼청동,분식,김밥,2
삼청동,분식,나물,1
삼청동,분식,냉면,1
삼청동,분식,들어가다,1
삼청동,분식,라면,1
삼청동,분식,만두,1
삼청동,분식,맛있는,3
삼청동,분식,맛집,1
삼청동,분식,매운,1
삼청동,분식,별로,1
삼청동,분식,사장,1
삼청동,분식,시원하다,1
삼청동,분식,오뎅,1
삼청동,분식,원,1
삼청동,분식,자극,1
삼청동,분식,조선,1
삼청동,분식,좁은,1
삼청동,분식,좋다,3
삼청동,분식,줄,1
삼청동,분식,친절한,2
삼청동,분식,테라스,1
삼청동,분식,특이한,1
삼청동,서양식,가게,1
삼청동,서양식,가뜩이나,1
삼청동,서양식,개,1
삼청동,서양식,고기,1
삼청동,서양식,고추,1
삼청동,서양식,공간,1
삼청동,서양식,교육,1
삼청동,서양식,냉,1
삼청동,서양식,돈까스,1
삼청동,서양식,따로,1
삼청동,서양식,리조또,2
삼청동,서양식,만큼,1
삼청동,서양식,많다,3
삼청동,서양식,맛있는,12
삼청동,서양식,맛집,1
삼청동,서양식,명란,1
삼청동,서양식,명장,1
삼청동,서양식,모밀,1
삼청동,서양식,무난,1
삼청동,서양식,미트볼,1
삼청동,서양식,바질,1
삼청동,서양식,별로,1
삼청동,서양식,분위기,7
삼청동,서양식,비싸다,1
삼청동,서양식,뻔하다,1
삼청동,서양식,사람,1
삼청동,서양식,사장,1
삼청동,서양식,삼청동,1
삼청동,서양식,샌드위치,1
삼청동,서양식,샐러드,1
삼청동,서양식,서빙,1
삼청동,서양식,설레다,1
삼청동,서양식,설명,2
삼청동,서양식,소리,1
삼청동,서양식,스럽다,1
삼청동,서양식,스테이크,4
삼청동,서양식,식사,1
삼청동,서양식,쓰다,1
삼청동,서양식,앉다,1
삼청동,서양식,알,1
삼청동,서양식,야하다,1
삼청동,서양식,어치,1
삼청동,서양식,옆,1
삼청동,서양식,예쁜,1
삼청동,서양식,예약,2
삼청동,서양식,오리,1
삼청동,서양식,옥,1
삼청동,서양식,와인,1
삼청동,서양식,요리,2
삼청동,서양식,웨이팅,1
삼청동,서양식,유농,1
삼청동,서양식,음악,1
삼청동,서양식,익히다,1
삼청동,서양식,인테리어,2
삼청동,서양식,자다,1
삼청동,서양식,자리,1
삼청동,서양식,적다,2
삼청동,서양식,종류,1
삼청동,서양식,좋다,14
삼청동,서양식,주문,2
삼청동,서양식,주차,1
삼청동,서양식,즐겁다,1
삼청동,서양식,즐기다,1
삼청동,서양식,직원,5
삼청동,서양식,치아바타,1
삼청동,서양식,치즈,2
삼청동,서양식,치킨,1
삼청동,서양식,친절,1
삼청동,서양식,친절한,7
삼청동,서양식,커피,1
삼청동,서양식,코스,2
삼청동,서양식,쾌적한,1
삼청동,서양식,파스타,6
삼청동,서양식,평범한,1
삼청동,서양식,플래터,1
삼청동,서양식,피자,3
삼청동,서양식,필라프,1
삼청동,서양식,함박스테이크,1
삼청동,서양식,화장실,1
삼청동,일식,국물,1
삼청동,일식,단점,1
삼청동,일식,덮다,1
삼청동,일식,돈코츠,1
삼청동,일식,디너,1
삼청동,일식,라멘,1
삼청동,일식,런치,1
삼청동,일식,많다,1
삼청동,일식,맛있는,2
삼청동,일식,매운,1
삼청동,일식,밥,1
삼청동,일식,부드러운,1
삼청동,일식,분위기,1
삼청동,일식,쉐프,1
삼청동,일식,스시,1
삼청동,일식,에겐,1
삼청동,일식,좋다,1
삼청동,일식,차슈,1
삼청동,일식,피스,1
삼청동,주점,고기,1
삼청동,주점,근데,1
삼청동,주점,낮,1
삼청동,주점,내추럴,1
삼청동,주점,눈,1
삼청동,주점,다양한,2
삼청동,주점,달달,1
삼청동,주점,로운,1
삼청동,주점,많이,1
삼청동,주점,맛있는,3
삼청동,주점,맥주,2
삼청동,주점,바,1
삼청동,주점,밤,1
삼청동,주점,볶음밥,1
삼청동,주점,봄,1
삼청동,주점,분위기,4
삼청동,주점,비빔,1
삼청동,주점,사람,1
삼청동,주점,서다,1
삼청동,주점,술,1
삼청동,주점,쌀국수,1
삼청동,주점,안주,1
삼청동,주점,연비,1
삼청동,주점,오래되다,1
삼청동,주점,와인,2
삼청동,주점,웨이팅,1
삼청동,주점,위치,1
삼청동,주점,음악,1
삼청동,주점,입문,1
삼청동,주점,자리,1
삼청동,주점,재즈,1
삼청동,주점,좋다,5
삼청동,주점,즐겁다,1
삼청동,주점,친절한,1
삼청동,주점,칵테일,1
삼청동,주점,커피,1
삼청동,주점,쿠키,1
삼청동,주점,튀김,1
삼청동,중식,누가,1
삼청동,중식,단체,1
삼청동,중식,딤섬,1
삼청동,중식,마감,1
삼청동,중식,많다,1
삼청동,중식,맛있는,3
삼청동,중식,맛집,1
삼청동,중식,모시,1
삼청동,중식,모임,1
삼청동,중식,북촌,1
삼청동,중식,비싸다,1
삼청동,중식,식사,1
삼청동,중식,예약,1
삼청동,중식,자장면,1
삼청동,중식,좋다,3
삼청동,중식,좋아하다,1
삼청동,중식,주문,1
삼청동,중식,주방,1
삼청동,중식,짜장,1
삼청동,중식,짜장면,1
삼청동,중식,짬뽕,1
삼청동,중식,청동,1
삼청동,중식,추가,1
삼청동,중식,코스,1
삼청동,중식,탕수육,2
삼청동,카페,가능하다,1
삼청동,카페,가면,1
삼청동,카페,가성,2
삼청동,카페,감자,1
삼청동,카페,갱,1
삼청동,카페,거울,1
삼청동,카페,건강한,1
삼청동,카페,걷다,1
삼청동,카페,걸다,1
삼청동,카페,경복궁,1
삼청동,카페,경험,1
삼청동,카페,고양이,1
삼청동,카페,골목,1
삼청동,카페,공,1
삼청동,카페,공간,3
삼청동,카페,과자,1
삼청동,카페,괜찮다,4
삼청동,카페,교양,1
삼청동,카페,국적,1
삼청동,카페,규정,1
삼청동,카페,그렇다,1
삼청동,카페,그릇,1
삼청동,카페,근데,1
삼청동,카페,기본,1
삼청동,카페,기와,1
삼청동,카페,길,1
삼청동,카페,깔끔한,3
삼청동,카페,깔끔한 부드러운,1
삼청동,카페,깔끔한 커피,1
삼청동,카페,난방,1
삼청동,카페,남다,1
삼청동,카페,낭시,1
삼청동,카페,내다,1
삼청동,카페,내려오다,1
삼청동,카페,냉,1
삼청동,카페,넓은,2
삼청동,카페,넘다,2
삼청동,카페,누텔라,1
삼청동,카페,니,1
삼청동,카페,다양한,1
삼청동,카페,달,3
삼청동,카페,달다,1
삼청동,카페,대기,1
삼청동,카페,대답,1
삼청동,카페,대마,1
삼청동,카페,대추,1
삼청동,카페,대한,1
삼청동,카페,대화,1
삼청동,카페,덥다,4
삼청동,카페,동,1
삼청동,카페,되어다,1
삼청동,카페,드리다,1
삼청동,카페,드립,1
삼청동,카페,드립커피,1
삼청동,카페,들리다,1
삼청동,카페,들리다 분위기,1
삼청동,카페,들어가다,1
삼청동,카페,들어오다,1
