상가업소번호,가게명,키워드,갯수,행정동,업종
MA010120220813917577,이빠네마 그릴,스테이크,4.0,신촌동,서양식
MA010120220813917577,이빠네마 그릴,가성비,3.0,신촌동,서양식
MA010120220813917577,이빠네마 그릴,슈하스코,3.0,신촌동,서양식
MA010120220813917577,이빠네마 그릴,부드러운,2.0,신촌동,서양식
MA010120220813917577,이빠네마 그릴,무한리필,2.0,신촌동,서양식
MA010120220813917577,이빠네마 그릴,맛집,2.0,신촌동,서양식
MA010120220813917577,이빠네마 그릴,맛있는 고기,2.0,신촌동,서양식
MA010120220803764173,이북집 찹쌀순대 성수점,맛있는,22.0,성수2가제3동,한식
MA010120220803764173,이북집 찹쌀순대 성수점,국밥,6.0,성수2가제3동,한식
MA010120220803764173,이북집 찹쌀순대 성수점,순대국,5.0,성수2가제3동,한식
MA010120220803764173,이북집 찹쌀순대 성수점,순대,5.0,성수2가제3동,한식
MA010120220803764173,이북집 찹쌀순대 성수점,점심,3.0,성수2가제3동,한식
MA010120220803764173,이북집 찹쌀순대 성수점,기다리다,3.0,성수2가제3동,한식
MA010120220803764173,이북집 찹쌀순대 성수점,맛집,2.0,성수2가제3동,한식
MA010120220803764173,이북집 찹쌀순대 성수점,점심시간,2.0,성수2가제3동,한식
MA010120220803764173,이북집 찹쌀순대 성수점,최악,2.0,성수2가제3동,한식
MA010120220803764173,이북집 찹쌀순대 성수점,친절한,2.0,성수2가제3동,한식
MA010120220800036215,이밥,건강한,6.0,가회동,한식
MA010120220800036215,이밥,친절한,6.0,가회동,한식
MA010120220800036215,이밥,맛있는,4.0,가회동,한식
MA010120220800036215,이밥,혼밥,3.0,가회동,한식
MA010120220800036215,이밥,연잎밥,3.0,가회동,한식
MA010120220800036215,이밥,담백한,3.0,가회동,한식
MA010120220800036215,이밥,깔끔한,2.0,가회동,한식
MA010120220800036215,이밥,양,2.0,가회동,한식
MA010120220800036215,이밥,편한,2.0,가회동,한식
MA010120220800036215,이밥,큰,2.0,가회동,한식
MA010120220802958210,이름없는파스타 이화여대점,파스타,4.0,신촌동,서양식
MA010120220802958210,이름없는파스타 이화여대점,맛있는,3.0,신촌동,서양식
MA010120220802958210,이름없는파스타 이화여대점,감칠맛,2.0,신촌동,서양식
MA010120220802958210,이름없는파스타 이화여대점,무난한,2.0,신촌동,서양식
MA010120220802958210,이름없는파스타 이화여대점,샐러드,2.0,신촌동,서양식
MA010120220802958210,이름없는파스타 이화여대점,혼밥하기 좋은,2.0,신촌동,서양식
MA010120220802958210,이름없는파스타 이화여대점,특유,1.0,신촌동,서양식
MA010120220802958210,이름없는파스타 이화여대점,크로와상,1.0,신촌동,서양식
MA010120220802958210,이름없는파스타 이화여대점,케찹,1.0,신촌동,서양식
MA010120220802958210,이름없는파스타 이화여대점,친절한,1.0,신촌동,서양식
MA010120220806412035,이로운밥상,건강한,6.0,신촌동,한식
MA010120220806412035,이로운밥상,맛있는,5.0,신촌동,한식
MA010120220806412035,이로운밥상,연잎밥,4.0,신촌동,한식
MA010120220806412035,이로운밥상,정식,4.0,신촌동,한식
MA010120220806412035,이로운밥상,떡갈비,4.0,신촌동,한식
MA010120220806412035,이로운밥상,정갈한,3.0,신촌동,한식
MA010120220806412035,이로운밥상,친절한,3.0,신촌동,한식
MA010120220806412035,이로운밥상,식사,2.0,신촌동,한식
MA010120220806412035,이로운밥상,연잎,2.0,신촌동,한식
MA010120220806412035,이로운밥상,연잎밥 정식,2.0,신촌동,한식
MA010120220814002400,이로우,맛있는,39.0,성수1가제1동,일식
MA010120220814002400,이로우,친절한,14.0,성수1가제1동,일식
MA010120220814002400,이로우,사시미,8.0,성수1가제1동,일식
MA010120220814002400,이로우,웨이팅,7.0,성수1가제1동,일식
MA010120220814002400,이로우,분위기,5.0,성수1가제1동,일식
MA010120220814002400,이로우,가라아게,5.0,성수1가제1동,일식
MA010120220814002400,이로우,비싼,4.0,성수1가제1동,일식
MA010120220814002400,이로우,사케,4.0,성수1가제1동,일식
MA010120220814002400,이로우,맛집,3.0,성수1가제1동,일식
MA010120220814002400,이로우,시끄러운,3.0,성수1가제1동,일식
MA010120220800757075,이디야커피 이화여대점,맛있는,5.0,신촌동,카페
MA010120220800757075,이디야커피 이화여대점,조용한,4.0,신촌동,카페
MA010120220800757075,이디야커피 이화여대점,분위기,3.0,신촌동,카페
MA010120220800757075,이디야커피 이화여대점,방학기간,3.0,신촌동,카페
MA010120220800757075,이디야커피 이화여대점,단백질바,2.0,신촌동,카페
MA010120220800757075,이디야커피 이화여대점,넓은,2.0,신촌동,카페
MA010120220800757075,이디야커피 이화여대점,깔끔한,2.0,신촌동,카페
MA010120220800757075,이디야커피 이화여대점,공부하기 좋은,2.0,신촌동,카페
MA010120220800757075,이디야커피 이화여대점,커피,2.0,신촌동,카페
MA010120220800757075,이디야커피 이화여대점,단백질,1.0,신촌동,카페
MA010120220812628509,이디야커피 연세대점,맛있는,4.0,신촌동,카페
MA010120220812628509,이디야커피 연세대점,이디야,3.0,신촌동,카페
MA010120220812628509,이디야커피 연세대점,추천,2.0,신촌동,카페
MA010120220812628509,이디야커피 연세대점,친절한,2.0,신촌동,카페
MA010120220812628509,이디야커피 연세대점,커피,2.0,신촌동,카페
MA010120220812628509,이디야커피 연세대점,감미로운,2.0,신촌동,카페
MA010120220812628509,이디야커피 연세대점,키오스크,1.0,신촌동,카페
MA010120220812628509,이디야커피 연세대점,크림,1.0,신촌동,카페
MA010120220812628509,이디야커피 연세대점,짠,1.0,신촌동,카페
MA010120220812628509,이디야커피 연세대점,줄,1.0,신촌동,카페
MA010120220800600549,이디야커피 신촌역점,넓은,14.0,신촌동,카페
MA010120220800600549,이디야커피 신촌역점,맛있는,14.0,신촌동,카페
MA010120220800600549,이디야커피 신촌역점,커피,6.0,신촌동,카페
MA010120220800600549,이디야커피 신촌역점,이디야,6.0,신촌동,카페
MA010120220800600549,이디야커피 신촌역점,음료,6.0,신촌동,카페
MA010120220800600549,이디야커피 신촌역점,넓은 매장,5.0,신촌동,카페
MA010120220800600549,이디야커피 신촌역점,공부하기 좋은,5.0,신촌동,카페
MA010120220800600549,이디야커피 신촌역점,편한,4.0,신촌동,카페
MA010120220800600549,이디야커피 신촌역점,새벽,4.0,신촌동,카페
MA010120220800600549,이디야커피 신촌역점,영업,4.0,신촌동,카페
MA010120220800086424,이디야 신촌기차역점,친절한,6.0,신촌동,카페
MA010120220800086424,이디야 신촌기차역점,맛있는,6.0,신촌동,카페
MA010120220800086424,이디야 신촌기차역점,라떼,3.0,신촌동,카페
MA010120220800086424,이디야 신촌기차역점,토피넛,3.0,신촌동,카페
MA010120220800086424,이디야 신촌기차역점,넓은 매장,2.0,신촌동,카페
MA010120220800086424,이디야 신촌기차역점,넓은,2.0,신촌동,카페
MA010120220800086424,이디야 신촌기차역점,깨끗한,2.0,신촌동,카페
MA010120220800086424,이디야 신촌기차역점,공부하기 좋은,2.0,신촌동,카페
MA010120220800086424,이디야 신촌기차역점,토피넛라떼,2.0,신촌동,카페
MA010120220800086424,이디야 신촌기차역점,콜드브루,2.0,신촌동,카페
MA010120220812839157,이대깻잎떡볶이,맛있는,7.0,신촌동,분식
MA010120220812839157,이대깻잎떡볶이,친절한,3.0,신촌동,분식
MA010120220812839157,이대깻잎떡볶이,튀김,2.0,신촌동,분식
MA010120220812839157,이대깻잎떡볶이,아주머니 분,2.0,신촌동,분식
MA010120220812839157,이대깻잎떡볶이,떡볶이,2.0,신촌동,분식
MA010120220812839157,이대깻잎떡볶이,가성비 좋은,2.0,신촌동,분식
MA010120220812839157,이대깻잎떡볶이,가성비,2.0,신촌동,분식
MA010120220812839157,이대깻잎떡볶이,깻잎,1.0,신촌동,분식
MA010120220812839157,이대깻잎떡볶이,가성비 값,1.0,신촌동,분식
MA010120220812839157,이대깻잎떡볶이,깻잎떡볶이,1.0,신촌동,분식
MA010120220812113355,이니미니마니모,맛있는,11.0,삼청동,카페
MA010120220812113355,이니미니마니모,커피,10.0,삼청동,카페
MA010120220812113355,이니미니마니모,친절한,8.0,삼청동,카페
MA010120220812113355,이니미니마니모,사장님,7.0,삼청동,카페
MA010120220812113355,이니미니마니모,인테리어,6.0,삼청동,카페
MA010120220812113355,이니미니마니모,디저트,6.0,삼청동,카페
MA010120220812113355,이니미니마니모,한옥,4.0,삼청동,카페
MA010120220812113355,이니미니마니모,작은,4.0,삼청동,카페
MA010120220812113355,이니미니마니모,예쁜,4.0,삼청동,카페
MA010120220812113355,이니미니마니모,에스프레소,4.0,삼청동,카페
MA010120220803102114,이나닭강정 신촌점,맛있는,13.0,신촌동,패스트푸드
MA010120220803102114,이나닭강정 신촌점,닭강정,3.0,신촌동,패스트푸드
MA010120220803102114,이나닭강정 신촌점,가족이랑,2.0,신촌동,패스트푸드
MA010120220803102114,이나닭강정 신촌점,닭,2.0,신촌동,패스트푸드
MA010120220803102114,이나닭강정 신촌점,포장,2.0,신촌동,패스트푸드
MA010120220803102114,이나닭강정 신촌점,쫄깃한 닭,1.0,신촌동,패스트푸드
MA010120220803102114,이나닭강정 신촌점,배달,1.0,신촌동,패스트푸드
MA010120220803102114,이나닭강정 신촌점,모임,1.0,신촌동,패스트푸드
MA010120220803102114,이나닭강정 신촌점,마늘닭강정,1.0,신촌동,패스트푸드
MA010120220803102114,이나닭강정 신촌점,마늘,1.0,신촌동,패스트푸드
MA010120220812069328,이국장,맛있는,24.0,신촌동,일식
MA010120220812069328,이국장,친절한,10.0,신촌동,일식
MA010120220812069328,이국장,돈까스,9.0,신촌동,일식
MA010120220812069328,이국장,가라아게,6.0,신촌동,일식
MA010120220812069328,이국장,추천,5.0,신촌동,일식
MA010120220812069328,이국장,카레,4.0,신촌동,일식
MA010120220812069328,이국장,우동,4.0,신촌동,일식
MA010120220812069328,이국장,부드러운,4.0,신촌동,일식
MA010120220812069328,이국장,매콤한,3.0,신촌동,일식
MA010120220812069328,이국장,소스,3.0,신촌동,일식
MA010120220804325160,이곳에,맛있는,27.0,성수1가제2동,카페
MA010120220804325160,이곳에,커피,16.0,성수1가제2동,카페
MA010120220804325160,이곳에,인테리어,15.0,성수1가제2동,카페
MA010120220804325160,이곳에,예쁜,13.0,성수1가제2동,카페
MA010120220804325160,이곳에,음료,13.0,성수1가제2동,카페
MA010120220804325160,이곳에,신발,11.0,성수1가제2동,카페
MA010120220804325160,이곳에,맛있는 커피,6.0,성수1가제2동,카페
MA010120220804325160,이곳에,분위기,5.0,성수1가제2동,카페
MA010120220804325160,이곳에,특이한,5.0,성수1가제2동,카페
MA010120220804325160,이곳에,디저트,4.0,성수1가제2동,카페
MA010120220808906916,이가네양꼬치 성수직영점,맛있는,65.0,성수2가제3동,중식
MA010120220808906916,이가네양꼬치 성수직영점,꼬치,25.0,성수2가제3동,중식
MA010120220808906916,이가네양꼬치 성수직영점,갈비,12.0,성수2가제3동,중식
MA010120220808906916,이가네양꼬치 성수직영점,고기,7.0,성수2가제3동,중식
MA010120220808906916,이가네양꼬치 성수직영점,맛있게 먹다,6.0,성수2가제3동,중식
MA010120220808906916,이가네양꼬치 성수직영점,친절한,5.0,성수2가제3동,중식
MA010120220808906916,이가네양꼬치 성수직영점,비싼,4.0,성수2가제3동,중식
MA010120220808906916,이가네양꼬치 성수직영점,등심,4.0,성수2가제3동,중식
MA010120220808906916,이가네양꼬치 성수직영점,부드러운,3.0,성수2가제3동,중식
MA010120220808906916,이가네양꼬치 성수직영점,예약,3.0,성수2가제3동,중식
MA010120220805123375,이가네설렁탕,맛있는,7.0,신촌동,한식
MA010120220805123375,이가네설렁탕,설렁탕,3.0,신촌동,한식
MA010120220805123375,이가네설렁탕,국물,3.0,신촌동,한식
MA010120220805123375,이가네설렁탕,단짠,3.0,신촌동,한식
MA010120220805123375,이가네설렁탕,진한,2.0,신촌동,한식
MA010120220805123375,이가네설렁탕,진한 국물,2.0,신촌동,한식
MA010120220805123375,이가네설렁탕,친절한,2.0,신촌동,한식
MA010120220805123375,이가네설렁탕,고추장아찌,2.0,신촌동,한식
MA010120220805123375,이가네설렁탕,고추,2.0,신촌동,한식
MA010120220805123375,이가네설렁탕,깍두기,2.0,신촌동,한식
MA010120220813227928,의원상 이대점,중국,5.0,신촌동,중식
MA010120220813227928,의원상 이대점,닭고기,3.0,신촌동,중식
MA010120220813227928,의원상 이대점,맛있는,3.0,신촌동,중식
MA010120220813227928,의원상 이대점,감자,1.0,신촌동,중식
MA010120220813227928,의원상 이대점,좁은,1.0,신촌동,중식
MA010120220813227928,의원상 이대점,오리지널,1.0,신촌동,중식
MA010120220813227928,의원상 이대점,매운,1.0,신촌동,중식
MA010120220813227928,의원상 이대점,마라,1.0,신촌동,중식
MA010120220813227928,의원상 이대점,늦은,1.0,신촌동,중식
MA010120220813227928,의원상 이대점,넓은,1.0,신촌동,중식
MA010120220803298100,음악창고 LP BAR,음악,3.0,성수2가제1동,주점
MA010120220803298100,음악창고 LP BAR,분위기,2.0,성수2가제1동,주점
MA010120220803298100,음악창고 LP BAR,좋은 분위기,2.0,성수2가제1동,주점
MA010120220803298100,음악창고 LP BAR,특별한 맛,1.0,성수2가제1동,주점
MA010120220803298100,음악창고 LP BAR,특별한,1.0,성수2가제1동,주점
MA010120220803298100,음악창고 LP BAR,칵테일,1.0,성수2가제1동,주점
MA010120220803298100,음악창고 LP BAR,친절한,1.0,성수2가제1동,주점
MA010120220803298100,음악창고 LP BAR,청결한,1.0,성수2가제1동,주점
MA010120220803298100,음악창고 LP BAR,좋은 사장님,1.0,성수2가제1동,주점
MA010120220803298100,음악창고 LP BAR,음악 신청 받다,1.0,성수2가제1동,주점
MA010120220813770064,은식당,맛있는,28.0,성수2가제1동,한식
MA010120220813770064,은식당,집밥,8.0,성수2가제1동,한식
MA010120220813770064,은식당,친절한,5.0,성수2가제1동,한식
MA010120220813770064,은식당,맛집,4.0,성수2가제1동,한식
MA010120220813770064,은식당,정갈한,3.0,성수2가제1동,한식
MA010120220813770064,은식당,점심,3.0,성수2가제1동,한식
MA010120220813770064,은식당,시장,3.0,성수2가제1동,한식
MA010120220813770064,은식당,감자,3.0,성수2가제1동,한식
MA010120220813770064,은식당,고기,3.0,성수2가제1동,한식
MA010120220813770064,은식당,닭볶음탕,2.0,성수2가제1동,한식
MA010120220805030537,은설설렁탕,깔끔한,18.0,삼청동,한식
MA010120220805030537,은설설렁탕,설렁탕,16.0,삼청동,한식
MA010120220805030537,은설설렁탕,육개장,10.0,삼청동,한식
MA010120220805030537,은설설렁탕,맛있는,9.0,삼청동,한식
MA010120220805030537,은설설렁탕,국물,9.0,삼청동,한식
MA010120220805030537,은설설렁탕,깍두기,7.0,삼청동,한식
MA010120220805030537,은설설렁탕,한옥,6.0,삼청동,한식
MA010120220805030537,은설설렁탕,테이블,6.0,삼청동,한식
MA010120220805030537,은설설렁탕,조미료,6.0,삼청동,한식
MA010120220805030537,은설설렁탕,수육,5.0,삼청동,한식
MA010120220808414673,은빛물결 황금낙지,맛있는,22.0,성수2가제1동,한식
MA010120220808414673,은빛물결 황금낙지,낙지,7.0,성수2가제1동,한식
MA010120220808414673,은빛물결 황금낙지,친절한,5.0,성수2가제1동,한식
MA010120220808414673,은빛물결 황금낙지,점심,4.0,성수2가제1동,한식
MA010120220808414673,은빛물결 황금낙지,맛집,3.0,성수2가제1동,한식
MA010120220808414673,은빛물결 황금낙지,볶음,3.0,성수2가제1동,한식
MA010120220808414673,은빛물결 황금낙지,고등어,2.0,성수2가제1동,한식
MA010120220808414673,은빛물결 황금낙지,구이,2.0,성수2가제1동,한식
MA010120220808414673,은빛물결 황금낙지,깨끗한,2.0,성수2가제1동,한식
MA010120220808414673,은빛물결 황금낙지,다양한 반찬,2.0,성수2가제1동,한식
MA010120220814020981,윤스김밥,맛있는,9.0,성수1가제2동,분식
MA010120220814020981,윤스김밥,김밥,5.0,성수1가제2동,분식
MA010120220814020981,윤스김밥,가성비,4.0,성수1가제2동,분식
MA010120220814020981,윤스김밥,친절한,4.0,성수1가제2동,분식
MA010120220814020981,윤스김밥,참치,2.0,성수1가제2동,분식
MA010120220814020981,윤스김밥,참치 김밥,2.0,성수1가제2동,분식
MA010120220814020981,윤스김밥,친구들,2.0,성수1가제2동,분식
MA010120220814020981,윤스김밥,혼밥,2.0,성수1가제2동,분식
MA010120220814020981,윤스김밥,맛있게 먹다,2.0,성수1가제2동,분식
MA010120220814020981,윤스김밥,가성비 좋은,1.0,성수1가제2동,분식
MA010120220800375386,윤돈,맛있는,10.0,성수1가제2동,한식
MA010120220800375386,윤돈,돈가스,8.0,성수1가제2동,한식
MA010120220800375386,윤돈,치즈,5.0,성수1가제2동,한식
MA010120220800375386,윤돈,혼밥,2.0,성수1가제2동,한식
MA010120220800375386,윤돈,혼밥 하기 좋다,2.0,성수1가제2동,한식
MA010120220800375386,윤돈,치돈 치즈,1.0,성수1가제2동,한식
MA010120220800375386,윤돈,조용한,1.0,성수1가제2동,한식
MA010120220800375386,윤돈,점심,1.0,성수1가제2동,한식
MA010120220800375386,윤돈,영수증,1.0,성수1가제2동,한식
MA010120220800375386,윤돈,부드러운 맛있는,1.0,성수1가제2동,한식
MA010120220811736530,윤경양식당,맛있는,123.0,성수1가제2동,서양식
MA010120220811736530,윤경양식당,돈가스,67.0,성수1가제2동,서양식
MA010120220811736530,윤경양식당,소스,28.0,성수1가제2동,서양식
MA010120220811736530,윤경양식당,고기,17.0,성수1가제2동,서양식
MA010120220811736530,윤경양식당,파스타,16.0,성수1가제2동,서양식
MA010120220811736530,윤경양식당,친절한,15.0,성수1가제2동,서양식
MA010120220811736530,윤경양식당,치즈,15.0,성수1가제2동,서양식
MA010120220811736530,윤경양식당,새우,13.0,성수1가제2동,서양식
MA010120220811736530,윤경양식당,튀김,10.0,성수1가제2동,서양식
MA010120220811736530,윤경양식당,깨끗한,8.0,성수1가제2동,서양식
MA010120220814270514,윤경,맛있는,42.0,성수1가제2동,일식
MA010120220814270514,윤경,돈가스,11.0,성수1가제2동,일식
MA010120220814270514,윤경,부드러운,5.0,성수1가제2동,일식
MA010120220814270514,윤경,깨끗한,5.0,성수1가제2동,일식
MA010120220814270514,윤경,토마,4.0,성수1가제2동,일식
MA010120220814270514,윤경,정갈한,4.0,성수1가제2동,일식
MA010120220814270514,윤경,추천,4.0,성수1가제2동,일식
MA010120220814270514,윤경,비싼,4.0,성수1가제2동,일식
MA010120220814270514,윤경,소바,4.0,성수1가제2동,일식
MA010120220814270514,윤경,회,3.0,성수1가제2동,일식
MA010120220810165660,육회본가 신촌점,맛있는,6.0,신촌동,한식
MA010120220810165660,육회본가 신촌점,매운,4.0,신촌동,한식
MA010120220810165660,육회본가 신촌점,배부른,3.0,신촌동,한식
MA010120220810165660,육회본가 신촌점,육회,3.0,신촌동,한식
MA010120220810165660,육회본가 신촌점,광장시장,2.0,신촌동,한식
MA010120220810165660,육회본가 신촌점,푸짐한,1.0,신촌동,한식
MA010120220810165660,육회본가 신촌점,포장,1.0,신촌동,한식
MA010120220810165660,육회본가 신촌점,친절,1.0,신촌동,한식
MA010120220810165660,육회본가 신촌점,육회 집,1.0,신촌동,한식
MA010120220810165660,육회본가 신촌점,저렴한,1.0,신촌동,한식
MA010120220804103628,육품,맛있는,38.0,성수2가제1동,한식
MA010120220804103628,육품,비빔밥,11.0,성수2가제1동,한식
MA010120220804103628,육품,친절한,9.0,성수2가제1동,한식
MA010120220804103628,육품,육회,9.0,성수2가제1동,한식
MA010120220804103628,육품,고기,9.0,성수2가제1동,한식
MA010120220804103628,육품,점심,5.0,성수2가제1동,한식
MA010120220804103628,육품,순두부,4.0,성수2가제1동,한식
MA010120220804103628,육품,깨끗한,4.0,성수2가제1동,한식
MA010120220804103628,육품,해물,3.0,성수2가제1동,한식
MA010120220804103628,육품,제육,3.0,성수2가제1동,한식
MA010120220805049228,육칠이 신촌점,맛있는,2.0,신촌동,한식
MA010120220805049228,육칠이 신촌점,마제소바,2.0,신촌동,한식
MA010120220805049228,육칠이 신촌점,하루식당,1.0,신촌동,한식
MA010120220805049228,육칠이 신촌점,줄,1.0,신촌동,한식
MA010120220805049228,육칠이 신촌점,양념,1.0,신촌동,한식
MA010120220805049228,육칠이 신촌점,밥,1.0,신촌동,한식
MA010120220805049228,육칠이 신촌점,낙곱새 양념,1.0,신촌동,한식
MA010120220805049228,육칠이 신촌점,낙곱새,1.0,신촌동,한식
MA010120220805049228,육칠이 신촌점,국,1.0,신촌동,한식
MA010120220805049228,육칠이 신촌점,괜찮은 양,1.0,신촌동,한식
MA010120220814107853,육육면관,맛있는,38.0,성수1가제1동,중식
MA010120220814107853,육육면관,면,13.0,성수1가제1동,중식
MA010120220814107853,육육면관,우육,13.0,성수1가제1동,중식
MA010120220814107853,육육면관,가지,9.0,성수1가제1동,중식
MA010120220814107853,육육면관,덮밥,9.0,성수1가제1동,중식
MA010120220814107853,육육면관,중국,5.0,성수1가제1동,중식
MA010120220814107853,육육면관,마라탕,4.0,성수1가제1동,중식
MA010120220814107853,육육면관,피클,3.0,성수1가제1동,중식
MA010120220814107853,육육면관,가지덮밥,3.0,성수1가제1동,중식
MA010120220814107853,육육면관,만두,3.0,성수1가제1동,중식
MA010120220813591092,육연소,맛있는,5.0,신촌동,한식
MA010120220813591092,육연소,회덮밥,2.0,신촌동,한식
MA010120220813591092,육연소,소고기 초밥,2.0,신촌동,한식
MA010120220813591092,육연소,맛있는 소고기덮밥,1.0,신촌동,한식
MA010120220813591092,육연소,덮밥,1.0,신촌동,한식
MA010120220813591092,육연소,맛있는 회덮밥,1.0,신촌동,한식
MA010120220813591092,육연소,소고기,1.0,신촌동,한식
MA010120220813591092,육연소,소고기 덮밥이랑,1.0,신촌동,한식
MA010120220813591092,육연소,시그니처,1.0,신촌동,한식
MA010120220813591092,육연소,회덮밥 가격,1.0,신촌동,한식
MA010120220805954544,육쌈냉면 이대점,맛있는,5.0,신촌동,한식
MA010120220805954544,육쌈냉면 이대점,갈비,3.0,신촌동,한식
MA010120220805954544,육쌈냉면 이대점,분식,2.0,신촌동,한식
MA010120220805954544,육쌈냉면 이대점,든든한,2.0,신촌동,한식
MA010120220805954544,육쌈냉면 이대점,냉면,2.0,신촌동,한식
MA010120220805954544,육쌈냉면 이대점,고기,2.0,신촌동,한식
MA010120220805954544,육쌈냉면 이대점,비빔냉면,2.0,신촌동,한식
MA010120220805954544,육쌈냉면 이대점,깨끗한,1.0,신촌동,한식
MA010120220805954544,육쌈냉면 이대점,맛있는 갈비,1.0,신촌동,한식
MA010120220805954544,육쌈냉면 이대점,친절한,1.0,신촌동,한식
MA010120220803947683,유향소,맛있는,13.0,성수2가제3동,중식
MA010120220803947683,유향소,점심시간,2.0,성수2가제3동,중식
MA010120220803947683,유향소,주방,2.0,성수2가제3동,중식
MA010120220803947683,유향소,짜장면,2.0,성수2가제3동,중식
MA010120220803947683,유향소,짬뽕,2.0,성수2가제3동,중식
MA010120220803947683,유향소,유향소,1.0,성수2가제3동,중식
MA010120220803947683,유향소,무난,1.0,성수2가제3동,중식
MA010120220803947683,유향소,맛있는 짬뽕,1.0,성수2가제3동,중식
MA010120220803947683,유향소,맛있는 간짜장,1.0,성수2가제3동,중식
MA010120220803947683,유향소,맛있는 가지덮밥,1.0,성수2가제3동,중식
MA010120220800432855,유채우 요리사랑,맛있는,8.0,신촌동,한식
MA010120220800432855,유채우 요리사랑,완탕,3.0,신촌동,한식
MA010120220800432855,유채우 요리사랑,깔끔한,3.0,신촌동,한식
MA010120220800432855,유채우 요리사랑,친절한,3.0,신촌동,한식
MA010120220800432855,유채우 요리사랑,깔끔한 음식,2.0,신촌동,한식
MA010120220800432855,유채우 요리사랑,음식 슴슴하 니,1.0,신촌동,한식
MA010120220800432855,유채우 요리사랑,완탕 음식,1.0,신촌동,한식
MA010120220800432855,유채우 요리사랑,연대 정문,1.0,신촌동,한식
MA010120220800432855,유채우 요리사랑,연대,1.0,신촌동,한식
MA010120220809757907,유즈라멘안국점,기다림,5.0,가회동,일식
MA010120220809757907,유즈라멘안국점,웨이팅,4.0,가회동,일식
MA010120220809757907,유즈라멘안국점,국물,3.0,가회동,일식
MA010120220809757907,유즈라멘안국점,부드러운,3.0,가회동,일식
MA010120220809757907,유즈라멘안국점,라멘,3.0,가회동,일식
MA010120220809757907,유즈라멘안국점,넓은,3.0,가회동,일식
MA010120220809757907,유즈라멘안국점,언제나,2.0,가회동,일식
MA010120220809757907,유즈라멘안국점,인테리어,2.0,가회동,일식
MA010120220809757907,유즈라멘안국점,입맛,2.0,가회동,일식
MA010120220809757907,유즈라멘안국점,접근성,2.0,가회동,일식
MA010120220810543131,유자유김치떡볶이 신촌점,떡볶이,8.0,신촌동,한식
MA010120220810543131,유자유김치떡볶이 신촌점,김치,6.0,신촌동,한식
MA010120220810543131,유자유김치떡볶이 신촌점,맛있는,6.0,신촌동,한식
MA010120220810543131,유자유김치떡볶이 신촌점,김치떡볶이,3.0,신촌동,한식
MA010120220810543131,유자유김치떡볶이 신촌점,떡,2.0,신촌동,한식
MA010120220810543131,유자유김치떡볶이 신촌점,떡국,2.0,신촌동,한식
MA010120220810543131,유자유김치떡볶이 신촌점,강추,2.0,신촌동,한식
MA010120220810543131,유자유김치떡볶이 신촌점,특이한,2.0,신촌동,한식
MA010120220810543131,유자유김치떡볶이 신촌점,밥,2.0,신촌동,한식
MA010120220810543131,유자유김치떡볶이 신촌점,생각나는,1.0,신촌동,한식
MA010120220805012558,유원섬커피,맛있는,10.0,신촌동,카페
MA010120220805012558,유원섬커피,커피,7.0,신촌동,카페
MA010120220805012558,유원섬커피,푸딩,7.0,신촌동,카페
MA010120220805012558,유원섬커피,불친절한,5.0,신촌동,카페
MA010120220805012558,유원섬커피,학생,4.0,신촌동,카페
MA010120220805012558,유원섬커피,친절한,4.0,신촌동,카페
MA010120220805012558,유원섬커피,디저트,3.0,신촌동,카페
MA010120220805012558,유원섬커피,음료,3.0,신촌동,카페
MA010120220805012558,유원섬커피,불친절,3.0,신촌동,카페
MA010120220806592911,유어네이키드치즈,와인,49.0,성수1가제2동,서양식
MA010120220806592911,유어네이키드치즈,치즈,40.0,성수1가제2동,서양식
MA010120220806592911,유어네이키드치즈,맛있는,33.0,성수1가제2동,서양식
MA010120220806592911,유어네이키드치즈,예쁜,13.0,성수1가제2동,서양식
MA010120220806592911,유어네이키드치즈,플래터,11.0,성수1가제2동,서양식
MA010120220806592911,유어네이키드치즈,분위기,10.0,성수1가제2동,서양식
MA010120220806592911,유어네이키드치즈,다양한,10.0,성수1가제2동,서양식
MA010120220806592911,유어네이키드치즈,친절한,9.0,성수1가제2동,서양식
MA010120220806592911,유어네이키드치즈,추천,7.0,성수1가제2동,서양식
MA010120220806592911,유어네이키드치즈,플레이,7.0,성수1가제2동,서양식
MA010120220811498089,유야케도쿄,맛있는,18.0,신촌동,일식
MA010120220811498089,유야케도쿄,돈까스,15.0,신촌동,일식
MA010120220811498089,유야케도쿄,치즈,12.0,신촌동,일식
MA010120220811498089,유야케도쿄,백김치,8.0,신촌동,일식
MA010120220811498089,유야케도쿄,치즈 돈까스,7.0,신촌동,일식
MA010120220811498089,유야케도쿄,느끼하지 않은,4.0,신촌동,일식
MA010120220811498089,유야케도쿄,추천,3.0,신촌동,일식
MA010120220811498089,유야케도쿄,후식,3.0,신촌동,일식
MA010120220811498089,유야케도쿄,안심,2.0,신촌동,일식
MA010120220811498089,유야케도쿄,소스,2.0,신촌동,일식
MA010120220812553079,유스트레스,맛있는,67.0,성수2가제3동,카페
MA010120220812553079,유스트레스,친절한,20.0,성수2가제3동,카페
MA010120220812553079,유스트레스,푸딩,20.0,성수2가제3동,카페
MA010120220812553079,유스트레스,디저트,18.0,성수2가제3동,카페
MA010120220812553079,유스트레스,커피,18.0,성수2가제3동,카페
